DATE,PRODUCT,COMPETITOR,PAY_TYPE,COMPETITOR_PRICE,NUM_EXTRACTIONS,MIN_UNIT_PRICE,MAX_UNIT_PRICE,DIFF_UNIT_PRICE,VAR_UNIT_PRICE,AVG_PRICE
2015-05-10,P2,C6,DEFERRED,799,1,799.00,799.00,0.00,0.00,799.00
2015-05-10,P2,C6,IMMEDIATE,749,1,749.00,749.00,0.00,0.00,749.00
2015-05-10,P2,C6,IMMEDIATE,799,1,799.00,799.00,0.00,0.00,799.00
2015-05-10,P3,C1,DEFERRED,1267,2,1267.00,1267.00,0.00,0.00,1267.00
2015-05-10,P3,C1,IMMEDIATE,1267,2,1267.00,1267.00,0.00,0.00,1267.00
2015-05-10,P3,C2,DEFERRED,1267,2,1267.00,1267.00,0.00,0.00,1267.00
2015-05-10,P3,C2,IMMEDIATE,1267,2,1267.00,1267.00,0.00,0.00,1267.00
2015-05-10,P3,C3,DEFERRED,1267,1,1267.00,1267.00,0.00,0.00,1267.00
2015-05-10,P3,C3,IMMEDIATE,1267,1,1267.00,1267.00,0.00,0.00,1267.00
2015-05-10,P3,C4,DEFERRED,1249,1,1249.00,1249.00,0.00,0.00,1249.00
2015-05-10,P3,C4,IMMEDIATE,1249,1,1249.00,1249.00,0.00,0.00,1249.00
2015-05-10,P3,C6,DEFERRED,1301,1,1301.00,1301.00,0.00,0.00,1301.00
2015-05-10,P3,C6,IMMEDIATE,1301,1,1301.00,1301.00,0.00,0.00,1301.00
2015-05-10,P4,C4,DEFERRED,499,2,499.00,499.00,0.00,0.00,499.00
2015-05-10,P4,C4,IMMEDIATE,499,2,499.00,499.00,0.00,0.00,499.00
2015-05-10,P4,C6,DEFERRED,499,1,499.00,499.00,0.00,0.00,499.00
2015-05-10,P4,C6,IMMEDIATE,499,1,499.00,499.00,0.00,0.00,499.00
2015-05-10,P5,C1,DEFERRED,1069,1,1069.00,1069.00,0.00,0.00,1069.00
2015-05-10,P5,C1,IMMEDIATE,1069,1,1069.00,1069.00,0.00,0.00,1069.00
2015-05-10,P5,C2,DEFERRED,1069,1,1069.00,1069.00,0.00,0.00,1069.00
2015-05-10,P5,C2,IMMEDIATE,1069,1,1069.00,1069.00,0.00,0.00,1069.00
2015-05-10,P5,C3,DEFERRED,1069,1,1069.00,1069.00,0.00,0.00,1069.00
2015-05-10,P5,C3,IMMEDIATE,1069,1,1069.00,1069.00,0.00,0.00,1069.00
2015-05-10,P6,C1,DEFERRED,1829,1,1829.00,1829.00,0.00,0.00,1829.00
2015-05-10,P6,C1,DEFERRED,1889,1,1889.00,1889.00,0.00,0.00,1889.00
2015-05-10,P6,C1,IMMEDIATE,1829,1,1829.00,1829.00,0.00,0.00,1829.00
2015-05-10,P6,C1,IMMEDIATE,1889,1,1889.00,1889.00,0.00,0.00,1889.00
2015-05-10,P6,C2,DEFERRED,1889,1,1889.00,1889.00,0.00,0.00,1889.00
2015-05-10,P6,C2,DEFERRED,2089.05,1,2089.05,2089.05,0.00,0.00,2089.05
2015-05-10,P6,C2,IMMEDIATE,1889,1,1889.00,1889.00,0.00,0.00,1889.00
2015-05-10,P6,C2,IMMEDIATE,1979.1,1,1979.10,1979.10,0.00,0.00,1979.10
2015-05-10,P6,C3,DEFERRED,1689.85,1,1689.85,1689.85,0.00,0.00,1689.85
2015-05-10,P6,C3,DEFERRED,1889,1,1889.00,1889.00,0.00,0.00,1889.00
2015-05-10,P6,C3,IMMEDIATE,1600.91,1,1600.91,1600.91,0.00,0.00,1600.91
2015-05-10,P6,C3,IMMEDIATE,1889,1,1889.00,1889.00,0.00,0.00,1889.00
2015-05-10,P6,C4,DEFERRED,2199,1,2199.00,2199.00,0.00,0.00,2199.00
2015-05-10,P6,C4,IMMEDIATE,2199,1,2199.00,2199.00,0.00,0.00,2199.00
2015-05-10,P6,C6,DEFERRED,1899,1,1899.00,1899.00,0.00,0.00,1899.00
2015-05-10,P6,C6,DEFERRED,1904.7,1,1904.70,1904.70,0.00,0.00,1904.70
2015-05-10,P6,C6,IMMEDIATE,1899,1,1899.00,1899.00,0.00,0.00,1899.00
2015-05-10,P6,C6,IMMEDIATE,1904.7,1,1904.70,1904.70,0.00,0.00,1904.70
2015-05-10,P7,C1,DEFERRED,789,1,789.00,789.00,0.00,0.00,789.00
2015-05-10,P7,C1,IMMEDIATE,789,1,789.00,789.00,0.00,0.00,789.00
2015-05-10,P7,C2,DEFERRED,789,1,789.00,789.00,0.00,0.00,789.00
2015-05-10,P7,C2,IMMEDIATE,789,1,789.00,789.00,0.00,0.00,789.00
2015-05-10,P7,C3,DEFERRED,789,1,789.00,789.00,0.00,0.00,789.00
2015-05-10,P7,C3,IMMEDIATE,789,1,789.00,789.00,0.00,0.00,789.00
2015-05-10,P7,C4,DEFERRED,749,2,749.00,749.00,0.00,0.00,749.00
2015-05-10,P7,C4,IMMEDIATE,749,2,749.00,749.00,0.00,0.00,749.00
2015-05-10,P7,C5,DEFERRED,849,2,849.00,849.00,0.00,0.00,849.00
2015-05-10,P7,C5,IMMEDIATE,738.63,2,738.63,738.63,0.00,0.00,738.63
2015-05-10,P7,C6,DEFERRED,749,1,749.00,749.00,0.00,0.00,749.00
2015-05-10,P7,C6,IMMEDIATE,749,1,749.00,749.00,0.00,0.00,749.00
2015-05-10,P8,C1,DEFERRED,524.9,2,524.90,524.90,0.00,0.00,524.90
2015-05-10,P8,C1,IMMEDIATE,524.9,2,524.90,524.90,0.00,0.00,524.90
2015-05-10,P8,C2,DEFERRED,524.9,2,524.90,524.90,0.00,0.00,524.90
2015-05-10,P8,C2,IMMEDIATE,524.9,2,524.90,524.90,0.00,0.00,524.90
2015-05-10,P8,C3,DEFERRED,519.89,1,519.89,519.89,0.00,0.00,519.89
2015-05-10,P8,C3,DEFERRED,524.9,1,524.90,524.90,0.00,0.00,524.90
2015-05-10,P8,C3,IMMEDIATE,519.89,1,519.89,519.89,0.00,0.00,519.89
2015-05-10,P8,C3,IMMEDIATE,524.9,1,524.90,524.90,0.00,0.00,524.90
2015-05-10,P8,C4,DEFERRED,599,1,599.00,599.00,0.00,0.00,599.00
2015-05-10,P8,C4,IMMEDIATE,539.1,1,539.10,539.10,0.00,0.00,539.10
2015-05-10,P8,C6,DEFERRED,526,2,526.00,526.00,0.00,0.00,526.00
2015-05-10,P8,C6,IMMEDIATE,526,2,526.00,526.00,0.00,0.00,526.00
2015-05-10,P9,C1,DEFERRED,519.89,1,519.89,519.89,0.00,0.00,519.89
2015-05-10,P9,C1,DEFERRED,524.9,1,524.90,524.90,0.00,0.00,524.90
2015-05-10,P9,C1,IMMEDIATE,519.89,1,519.89,519.89,0.00,0.00,519.89
2015-05-10,P9,C1,IMMEDIATE,524.9,1,524.90,524.90,0.00,0.00,524.90
2015-05-10,P9,C2,DEFERRED,519.89,1,519.89,519.89,0.00,0.00,519.89
2015-05-10,P9,C2,DEFERRED,524.9,1,524.90,524.90,0.00,0.00,524.90
2015-05-10,P9,C2,IMMEDIATE,519.89,1,519.89,519.89,0.00,0.00,519.89
2015-05-10,P9,C2,IMMEDIATE,524.9,1,524.90,524.90,0.00,0.00,524.90
2015-05-10,P9,C3,DEFERRED,519.89,2,519.89,519.89,0.00,0.00,519.89
2015-05-10,P9,C3,IMMEDIATE,519.89,2,519.89,519.89,0.00,0.00,519.89
2015-05-10,P9,C5,DEFERRED,599,1,599.00,599.00,0.00,0.00,599.00
2015-05-10,P9,C5,IMMEDIATE,527.12,1,527.12,527.12,0.00,0.00,527.12
2015-05-10,P9,C6,DEFERRED,526,2,526.00,526.00,0.00,0.00,526.00
2015-05-10,P9,C6,IMMEDIATE,526,2,526.00,526.00,0.00,0.00,526.00
2015-05-11,P1,C1,DEFERRED,1899,2,1899.00,1899.00,0.00,0.00,1899.00
2015-05-11,P1,C1,IMMEDIATE,1899,2,1899.00,1899.00,0.00,0.00,1899.00
2015-05-11,P1,C2,DEFERRED,1899,2,1899.00,1899.00,0.00,0.00,1899.00
2015-05-11,P1,C2,IMMEDIATE,1899,2,1899.00,1899.00,0.00,0.00,1899.00
2015-05-11,P1,C5,DEFERRED,1499,1,1499.00,1499.00,0.00,0.00,1499.00
2015-05-11,P1,C5,IMMEDIATE,1349.1,1,1349.10,1349.10,0.00,0.00,1349.10
2015-05-11,P2,C1,DEFERRED,699,1,699.00,699.00,0.00,0.00,699.00
2015-05-11,P2,C1,DEFERRED,764.9,1,764.90,764.90,0.00,0.00,764.90
2015-05-11,P2,C1,IMMEDIATE,629.1,1,629.10,629.10,0.00,0.00,629.10
2015-05-11,P2,C1,IMMEDIATE,764.9,1,764.90,764.90,0.00,0.00,764.90
2015-05-11,P2,C2,DEFERRED,699,1,699.00,699.00,0.00,0.00,699.00
2015-05-11,P2,C2,DEFERRED,775,1,775.00,775.00,0.00,0.00,775.00
2015-05-11,P2,C2,IMMEDIATE,629.1,1,629.10,629.10,0.00,0.00,629.10
2015-05-11,P2,C2,IMMEDIATE,775,1,775.00,775.00,0.00,0.00,775.00
2015-05-11,P2,C3,DEFERRED,664.05,1,664.05,664.05,0.00,0.00,664.05
2015-05-11,P2,C3,DEFERRED,699,1,699.00,699.00,0.00,0.00,699.00
2015-05-11,P2,C3,DEFERRED,769,1,769.00,769.00,0.00,0.00,769.00
2015-05-11,P2,C3,DEFERRED,787.99,1,787.99,787.99,0.00,0.00,787.99
2015-05-11,P2,C3,IMMEDIATE,664.05,1,664.05,664.05,0.00,0.00,664.05
2015-05-11,P2,C3,IMMEDIATE,699,1,699.00,699.00,0.00,0.00,699.00
2015-05-11,P2,C3,IMMEDIATE,769,1,769.00,769.00,0.00,0.00,769.00
2015-05-11,P2,C3,IMMEDIATE,787.99,1,787.99,787.99,0.00,0.00,787.99
2015-05-11,P2,C5,DEFERRED,799,2,799.00,799.00,0.00,0.00,799.00
2015-05-11,P2,C5,IMMEDIATE,799,2,799.00,799.00,0.00,0.00,799.00
2015-05-11,P2,C6,DEFERRED,749,1,749.00,749.00,0.00,0.00,749.00
2015-05-11,P2,C6,DEFERRED,799,3,799.00,799.00,0.00,0.00,799.00
2015-05-11,P2,C6,IMMEDIATE,749,1,749.00,749.00,0.00,0.00,749.00
2015-05-11,P2,C6,IMMEDIATE,799,3,799.00,799.00,0.00,0.00,799.00
2015-05-11,P3,C1,DEFERRED,1259,1,1259.00,1259.00,0.00,0.00,1259.00
2015-05-11,P3,C1,DEFERRED,1267,3,1267.00,1267.00,0.00,0.00,1267.00
2015-05-11,P3,C1,IMMEDIATE,1259,1,1259.00,1259.00,0.00,0.00,1259.00
2015-05-11,P3,C1,IMMEDIATE,1267,3,1267.00,1267.00,0.00,0.00,1267.00
2015-05-11,P3,C2,DEFERRED,1267,4,1267.00,1267.00,0.00,0.00,1267.00
2015-05-11,P3,C2,IMMEDIATE,1267,4,1267.00,1267.00,0.00,0.00,1267.00
2015-05-11,P3,C3,DEFERRED,1259,1,1259.00,1259.00,0.00,0.00,1259.00
2015-05-11,P3,C3,DEFERRED,1267,1,1267.00,1267.00,0.00,0.00,1267.00
2015-05-11,P3,C3,IMMEDIATE,1259,1,1259.00,1259.00,0.00,0.00,1259.00
2015-05-11,P3,C3,IMMEDIATE,1267,1,1267.00,1267.00,0.00,0.00,1267.00
2015-05-11,P3,C4,DEFERRED,1249,2,1249.00,1249.00,0.00,0.00,1249.00
2015-05-11,P3,C4,IMMEDIATE,1249,2,1249.00,1249.00,0.00,0.00,1249.00
2015-05-11,P3,C6,DEFERRED,1301,2,1301.00,1301.00,0.00,0.00,1301.00
2015-05-11,P3,C6,IMMEDIATE,1301,2,1301.00,1301.00,0.00,0.00,1301.00
2015-05-11,P4,C4,DEFERRED,499,4,499.00,499.00,0.00,0.00,499.00
2015-05-11,P4,C4,IMMEDIATE,499,4,499.00,499.00,0.00,0.00,499.00
2015-05-11,P4,C6,DEFERRED,499,1,499.00,499.00,0.00,0.00,499.00
2015-05-11,P4,C6,DEFERRED,569,1,569.00,569.00,0.00,0.00,569.00
2015-05-11,P4,C6,IMMEDIATE,499,1,499.00,499.00,0.00,0.00,499.00
2015-05-11,P4,C6,IMMEDIATE,569,1,569.00,569.00,0.00,0.00,569.00
2015-05-11,P5,C1,DEFERRED,1069,2,1069.00,1069.00,0.00,0.00,1069.00
2015-05-11,P5,C1,IMMEDIATE,1069,2,1069.00,1069.00,0.00,0.00,1069.00
2015-05-11,P5,C2,DEFERRED,1069,2,1069.00,1069.00,0.00,0.00,1069.00
2015-05-11,P5,C2,IMMEDIATE,1069,2,1069.00,1069.00,0.00,0.00,1069.00
2015-05-11,P5,C3,DEFERRED,989.09,1,989.09,989.09,0.00,0.00,989.09
2015-05-11,P5,C3,DEFERRED,1069,1,1069.00,1069.00,0.00,0.00,1069.00
2015-05-11,P5,C3,IMMEDIATE,989.09,1,989.09,989.09,0.00,0.00,989.09
2015-05-11,P5,C3,IMMEDIATE,1069,1,1069.00,1069.00,0.00,0.00,1069.00
2015-05-11,P6,C1,DEFERRED,1798.96,1,1798.96,1798.96,0.00,0.00,1798.96
2015-05-11,P6,C1,DEFERRED,1829,2,1829.00,1829.00,0.00,0.00,1829.00
2015-05-11,P6,C1,DEFERRED,1876.9,1,1876.90,1876.90,0.00,0.00,1876.90
2015-05-11,P6,C1,IMMEDIATE,1619.06,1,1619.06,1619.06,0.00,0.00,1619.06
2015-05-11,P6,C1,IMMEDIATE,1829,2,1829.00,1829.00,0.00,0.00,1829.00
2015-05-11,P6,C1,IMMEDIATE,1876.9,1,1876.90,1876.90,0.00,0.00,1876.90
2015-05-11,P6,C2,DEFERRED,1876.9,2,1876.90,1876.90,0.00,0.00,1876.90
2015-05-11,P6,C2,DEFERRED,2089.05,2,2089.05,2089.05,0.00,0.00,2089.05
2015-05-11,P6,C2,IMMEDIATE,1876.9,2,1876.90,1876.90,0.00,0.00,1876.90
2015-05-11,P6,C2,IMMEDIATE,1979.1,2,1979.10,1979.10,0.00,0.00,1979.10
2015-05-11,P6,C3,DEFERRED,1689.85,1,1689.85,1689.85,0.00,0.00,1689.85
2015-05-11,P6,C3,DEFERRED,1709.05,1,1709.05,1709.05,0.00,0.00,1709.05
2015-05-11,P6,C3,DEFERRED,1798.96,1,1798.96,1798.96,0.00,0.00,1798.96
2015-05-11,P6,C3,DEFERRED,1876.9,1,1876.90,1876.90,0.00,0.00,1876.90
2015-05-11,P6,C3,IMMEDIATE,1600.91,1,1600.91,1600.91,0.00,0.00,1600.91
2015-05-11,P6,C3,IMMEDIATE,1619.06,1,1619.06,1619.06,0.00,0.00,1619.06
2015-05-11,P6,C3,IMMEDIATE,1619.1,1,1619.10,1619.10,0.00,0.00,1619.10
2015-05-11,P6,C3,IMMEDIATE,1876.9,1,1876.90,1876.90,0.00,0.00,1876.90
2015-05-11,P6,C4,DEFERRED,2199,2,2199.00,2199.00,0.00,0.00,2199.00
2015-05-11,P6,C4,IMMEDIATE,2199,2,2199.00,2199.00,0.00,0.00,2199.00
2015-05-11,P6,C6,DEFERRED,1899,2,1899.00,1899.00,0.00,0.00,1899.00
2015-05-11,P6,C6,DEFERRED,1904.7,1,1904.70,1904.70,0.00,0.00,1904.70
2015-05-11,P6,C6,DEFERRED,2097.26,1,2097.26,2097.26,0.00,0.00,2097.26
2015-05-11,P6,C6,IMMEDIATE,1899,2,1899.00,1899.00,0.00,0.00,1899.00
2015-05-11,P6,C6,IMMEDIATE,1904.7,1,1904.70,1904.70,0.00,0.00,1904.70
2015-05-11,P6,C6,IMMEDIATE,2097.26,1,2097.26,2097.26,0.00,0.00,2097.26
2015-05-11,P7,C1,DEFERRED,789,1,789.00,789.00,0.00,0.00,789.00
2015-05-11,P7,C1,DEFERRED,798,1,798.00,798.00,0.00,0.00,798.00
2015-05-11,P7,C1,IMMEDIATE,789,1,789.00,789.00,0.00,0.00,789.00
2015-05-11,P7,C1,IMMEDIATE,798,1,798.00,798.00,0.00,0.00,798.00
2015-05-11,P7,C2,DEFERRED,789,1,789.00,789.00,0.00,0.00,789.00
2015-05-11,P7,C2,DEFERRED,798,1,798.00,798.00,0.00,0.00,798.00
2015-05-11,P7,C2,IMMEDIATE,789,1,789.00,789.00,0.00,0.00,789.00
2015-05-11,P7,C2,IMMEDIATE,798,1,798.00,798.00,0.00,0.00,798.00
2015-05-11,P7,C3,DEFERRED,789,1,789.00,789.00,0.00,0.00,789.00
2015-05-11,P7,C3,DEFERRED,798,1,798.00,798.00,0.00,0.00,798.00
2015-05-11,P7,C3,IMMEDIATE,789,1,789.00,789.00,0.00,0.00,789.00
2015-05-11,P7,C3,IMMEDIATE,798,1,798.00,798.00,0.00,0.00,798.00
2015-05-11,P7,C4,DEFERRED,749,2,749.00,749.00,0.00,0.00,749.00
2015-05-11,P7,C4,DEFERRED,799,2,799.00,799.00,0.00,0.00,799.00
2015-05-11,P7,C4,IMMEDIATE,749,2,749.00,749.00,0.00,0.00,749.00
2015-05-11,P7,C4,IMMEDIATE,799,2,799.00,799.00,0.00,0.00,799.00
2015-05-11,P7,C5,DEFERRED,849,2,849.00,849.00,0.00,0.00,849.00
2015-05-11,P7,C5,IMMEDIATE,738.63,2,738.63,738.63,0.00,0.00,738.63
2015-05-11,P7,C6,DEFERRED,749,1,749.00,749.00,0.00,0.00,749.00
2015-05-11,P7,C6,DEFERRED,799,1,799.00,799.00,0.00,0.00,799.00
2015-05-11,P7,C6,IMMEDIATE,749,1,749.00,749.00,0.00,0.00,749.00
2015-05-11,P7,C6,IMMEDIATE,799,1,799.00,799.00,0.00,0.00,799.00
2015-05-11,P8,C1,DEFERRED,524.89,2,524.89,524.89,0.00,0.00,524.89
2015-05-11,P8,C1,DEFERRED,524.9,2,524.90,524.90,0.00,0.00,524.90
2015-05-11,P8,C1,IMMEDIATE,524.89,2,524.89,524.89,0.00,0.00,524.89
2015-05-11,P8,C1,IMMEDIATE,524.9,2,524.90,524.90,0.00,0.00,524.90
2015-05-11,P8,C2,DEFERRED,524.89,2,524.89,524.89,0.00,0.00,524.89
2015-05-11,P8,C2,DEFERRED,524.9,2,524.90,524.90,0.00,0.00,524.90
2015-05-11,P8,C2,IMMEDIATE,524.89,2,524.89,524.89,0.00,0.00,524.89
2015-05-11,P8,C2,IMMEDIATE,524.9,2,524.90,524.90,0.00,0.00,524.90
2015-05-11,P8,C3,DEFERRED,519.89,2,519.89,519.89,0.00,0.00,519.89
2015-05-11,P8,C3,DEFERRED,524.89,1,524.89,524.89,0.00,0.00,524.89
2015-05-11,P8,C3,DEFERRED,524.9,1,524.90,524.90,0.00,0.00,524.90
2015-05-11,P8,C3,IMMEDIATE,519.89,2,519.89,519.89,0.00,0.00,519.89
2015-05-11,P8,C3,IMMEDIATE,524.89,1,524.89,524.89,0.00,0.00,524.89
2015-05-11,P8,C3,IMMEDIATE,524.9,1,524.90,524.90,0.00,0.00,524.90
2015-05-11,P8,C4,DEFERRED,599,2,599.00,599.00,0.00,0.00,599.00
2015-05-11,P8,C4,IMMEDIATE,539.1,2,539.10,539.10,0.00,0.00,539.10
2015-05-11,P8,C6,DEFERRED,525.99,2,525.99,525.99,0.00,0.00,525.99
2015-05-11,P8,C6,DEFERRED,526,2,526.00,526.00,0.00,0.00,526.00
2015-05-11,P8,C6,IMMEDIATE,525.99,2,525.99,525.99,0.00,0.00,525.99
2015-05-11,P8,C6,IMMEDIATE,526,2,526.00,526.00,0.00,0.00,526.00
2015-05-11,P9,C1,DEFERRED,519.89,2,519.89,519.89,0.00,0.00,519.89
2015-05-11,P9,C1,DEFERRED,524.89,1,524.89,524.89,0.00,0.00,524.89
2015-05-11,P9,C1,DEFERRED,524.9,1,524.90,524.90,0.00,0.00,524.90
2015-05-11,P9,C1,IMMEDIATE,519.89,2,519.89,519.89,0.00,0.00,519.89
2015-05-11,P9,C1,IMMEDIATE,524.89,1,524.89,524.89,0.00,0.00,524.89
2015-05-11,P9,C1,IMMEDIATE,524.9,1,524.90,524.90,0.00,0.00,524.90
2015-05-11,P9,C2,DEFERRED,519.89,1,519.89,519.89,0.00,0.00,519.89
2015-05-11,P9,C2,DEFERRED,524.89,2,524.89,524.89,0.00,0.00,524.89
2015-05-11,P9,C2,DEFERRED,524.9,1,524.90,524.90,0.00,0.00,524.90
2015-05-11,P9,C2,IMMEDIATE,519.89,1,519.89,519.89,0.00,0.00,519.89
2015-05-11,P9,C2,IMMEDIATE,524.89,2,524.89,524.89,0.00,0.00,524.89
2015-05-11,P9,C2,IMMEDIATE,524.9,1,524.90,524.90,0.00,0.00,524.90
2015-05-11,P9,C3,DEFERRED,519.89,4,519.89,519.89,0.00,0.00,519.89
2015-05-11,P9,C3,IMMEDIATE,519.89,4,519.89,519.89,0.00,0.00,519.89
2015-05-11,P9,C5,DEFERRED,599,2,599.00,599.00,0.00,0.00,599.00
2015-05-11,P9,C5,IMMEDIATE,527.12,2,527.12,527.12,0.00,0.00,527.12
2015-05-11,P9,C6,DEFERRED,525.99,2,525.99,525.99,0.00,0.00,525.99
2015-05-11,P9,C6,DEFERRED,526,2,526.00,526.00,0.00,0.00,526.00
2015-05-11,P9,C6,IMMEDIATE,525.99,2,525.99,525.99,0.00,0.00,525.99
2015-05-11,P9,C6,IMMEDIATE,526,2,526.00,526.00,0.00,0.00,526.00
2015-05-12,P1,C1,DEFERRED,1899,2,1899.00,1899.00,0.00,0.00,1899.00
2015-05-12,P1,C1,IMMEDIATE,1899,2,1899.00,1899.00,0.00,0.00,1899.00
2015-05-12,P1,C2,DEFERRED,1899,1,1899.00,1899.00,0.00,0.00,1899.00
2015-05-12,P1,C2,IMMEDIATE,1899,1,1899.00,1899.00,0.00,0.00,1899.00
2015-05-12,P2,C1,DEFERRED,759,1,759.00,759.00,0.00,0.00,759.00
2015-05-12,P2,C1,DEFERRED,764.9,1,764.90,764.90,0.00,0.00,764.90
2015-05-12,P2,C1,IMMEDIATE,759,1,759.00,759.00,0.00,0.00,759.00
2015-05-12,P2,C1,IMMEDIATE,764.9,1,764.90,764.90,0.00,0.00,764.90
2015-05-12,P2,C2,DEFERRED,759,1,759.00,759.00,0.00,0.00,759.00
2015-05-12,P2,C2,DEFERRED,764.9,1,764.90,764.90,0.00,0.00,764.90
2015-05-12,P2,C2,IMMEDIATE,759,1,759.00,759.00,0.00,0.00,759.00
2015-05-12,P2,C2,IMMEDIATE,764.9,1,764.90,764.90,0.00,0.00,764.90
2015-05-12,P2,C3,DEFERRED,719.1,2,719.10,719.10,0.00,0.00,719.10
2015-05-12,P2,C3,DEFERRED,764.9,2,764.90,764.90,0.00,0.00,764.90
2015-05-12,P2,C3,IMMEDIATE,719.1,2,719.10,719.10,0.00,0.00,719.10
2015-05-12,P2,C3,IMMEDIATE,764.9,2,764.90,764.90,0.00,0.00,764.90
2015-05-12,P2,C4,DEFERRED,799,2,799.00,799.00,0.00,0.00,799.00
2015-05-12,P2,C4,IMMEDIATE,719.1,1,719.10,719.10,0.00,0.00,719.10
2015-05-12,P2,C4,IMMEDIATE,799,1,799.00,799.00,0.00,0.00,799.00
2015-05-12,P2,C5,DEFERRED,799,2,799.00,799.00,0.00,0.00,799.00
2015-05-12,P2,C5,IMMEDIATE,695.13,1,695.13,695.13,0.00,0.00,695.13
2015-05-12,P2,C5,IMMEDIATE,799,1,799.00,799.00,0.00,0.00,799.00
2015-05-12,P2,C6,DEFERRED,749,2,749.00,749.00,0.00,0.00,749.00
2015-05-12,P2,C6,DEFERRED,799,2,799.00,799.00,0.00,0.00,799.00
2015-05-12,P2,C6,IMMEDIATE,749,2,749.00,749.00,0.00,0.00,749.00
2015-05-12,P2,C6,IMMEDIATE,799,2,799.00,799.00,0.00,0.00,799.00
2015-05-12,P3,C1,DEFERRED,1258,2,1258.00,1258.00,0.00,0.00,1258.00
2015-05-12,P3,C1,DEFERRED,1346,2,1346.00,1346.00,0.00,0.00,1346.00
2015-05-12,P3,C1,IMMEDIATE,1258,2,1258.00,1258.00,0.00,0.00,1258.00
2015-05-12,P3,C1,IMMEDIATE,1346,2,1346.00,1346.00,0.00,0.00,1346.00
2015-05-12,P3,C2,DEFERRED,1258,2,1258.00,1258.00,0.00,0.00,1258.00
2015-05-12,P3,C2,DEFERRED,1346,1,1346.00,1346.00,0.00,0.00,1346.00
2015-05-12,P3,C2,IMMEDIATE,1258,2,1258.00,1258.00,0.00,0.00,1258.00
2015-05-12,P3,C2,IMMEDIATE,1346,1,1346.00,1346.00,0.00,0.00,1346.00
2015-05-12,P3,C3,DEFERRED,1258,1,1258.00,1258.00,0.00,0.00,1258.00
2015-05-12,P3,C3,DEFERRED,1346,1,1346.00,1346.00,0.00,0.00,1346.00
2015-05-12,P3,C3,IMMEDIATE,1258,1,1258.00,1258.00,0.00,0.00,1258.00
2015-05-12,P3,C3,IMMEDIATE,1346,1,1346.00,1346.00,0.00,0.00,1346.00
2015-05-12,P3,C6,DEFERRED,1299,1,1299.00,1299.00,0.00,0.00,1299.00
2015-05-12,P3,C6,DEFERRED,1301,1,1301.00,1301.00,0.00,0.00,1301.00
2015-05-12,P3,C6,IMMEDIATE,1299,1,1299.00,1299.00,0.00,0.00,1299.00
2015-05-12,P3,C6,IMMEDIATE,1301,1,1301.00,1301.00,0.00,0.00,1301.00
2015-05-12,P4,C4,DEFERRED,499,4,499.00,499.00,0.00,0.00,499.00
2015-05-12,P4,C4,IMMEDIATE,499,4,499.00,499.00,0.00,0.00,499.00
2015-05-12,P4,C6,DEFERRED,569,2,569.00,569.00,0.00,0.00,569.00
2015-05-12,P4,C6,IMMEDIATE,569,2,569.00,569.00,0.00,0.00,569.00
2015-05-12,P5,C1,DEFERRED,1069,2,1069.00,1069.00,0.00,0.00,1069.00
2015-05-12,P5,C1,IMMEDIATE,1069,2,1069.00,1069.00,0.00,0.00,1069.00
2015-05-12,P5,C2,DEFERRED,1069,2,1069.00,1069.00,0.00,0.00,1069.00
2015-05-12,P5,C2,IMMEDIATE,1069,2,1069.00,1069.00,0.00,0.00,1069.00
2015-05-12,P5,C3,DEFERRED,989.09,1,989.09,989.09,0.00,0.00,989.09
2015-05-12,P5,C3,DEFERRED,989.1,1,989.10,989.10,0.00,0.00,989.10
2015-05-12,P5,C3,IMMEDIATE,989.09,1,989.09,989.09,0.00,0.00,989.09
2015-05-12,P5,C3,IMMEDIATE,989.1,1,989.10,989.10,0.00,0.00,989.10
2015-05-12,P6,C1,DEFERRED,1798.96,1,1798.96,1798.96,0.00,0.00,1798.96
2015-05-12,P6,C1,DEFERRED,1829,2,1829.00,1829.00,0.00,0.00,1829.00
2015-05-12,P6,C1,DEFERRED,1876.9,1,1876.90,1876.90,0.00,0.00,1876.90
2015-05-12,P6,C1,IMMEDIATE,1619.06,1,1619.06,1619.06,0.00,0.00,1619.06
2015-05-12,P6,C1,IMMEDIATE,1829,2,1829.00,1829.00,0.00,0.00,1829.00
2015-05-12,P6,C1,IMMEDIATE,1876.9,1,1876.90,1876.90,0.00,0.00,1876.90
2015-05-12,P6,C2,DEFERRED,1876.9,2,1876.90,1876.90,0.00,0.00,1876.90
2015-05-12,P6,C2,DEFERRED,2089.05,1,2089.05,2089.05,0.00,0.00,2089.05
2015-05-12,P6,C2,IMMEDIATE,1876.9,2,1876.90,1876.90,0.00,0.00,1876.90
2015-05-12,P6,C2,IMMEDIATE,1979.1,1,1979.10,1979.10,0.00,0.00,1979.10
2015-05-12,P6,C3,DEFERRED,1709.05,2,1709.05,1709.05,0.00,0.00,1709.05
2015-05-12,P6,C3,DEFERRED,1762.96,1,1762.96,1762.96,0.00,0.00,1762.96
2015-05-12,P6,C3,DEFERRED,1798.96,1,1798.96,1798.96,0.00,0.00,1798.96
2015-05-12,P6,C3,IMMEDIATE,1619.05,1,1619.05,1619.05,0.00,0.00,1619.05
