DATE,PRODUCT,QTY_ORDER,SALES,AVG_SALES,MIN_UNIT_PRICE,MAX_UNIT_PRICE,DIFF_UNIT_PRICE,VAR_UNIT_PRICE,AVG_PRICE,TOTAL_ITEMS,AVG_ITEMS
2015-03-11,P6,16,28783.43,1798.96,1619.10,1858.78,239.68,14.80,1798.96,16,1.00
2015-03-11,P7,677,571726.05,879.58,764.10,922.90,158.80,20.78,845.02,677,1.04
2015-03-12,P1,54,73525.27,1361.58,1312.77,1362.50,49.73,3.79,1361.58,54,1.00
2015-03-12,P2,195,153819.65,878.97,711.99,791.10,79.11,11.11,788.56,195,1.11
2015-03-12,P3,43,59959.90,1394.42,1349.00,1499.00,150.00,11.12,1394.42,43,1.00
2015-03-12,P6,17,30822.08,1813.06,1799.00,1858.77,59.77,3.32,1813.06,17,1.00
2015-03-12,P7,635,536987.47,881.75,750.57,849.00,98.43,13.11,846.01,635,1.04
2015-03-13,P1,58,78820.63,1487.18,1226.25,1362.50,136.25,11.11,1358.64,58,1.09
2015-03-13,P2,158,121740.57,795.69,711.99,879.00,167.01,23.46,771.10,158,1.03
2015-03-13,P3,10,14975.91,1497.59,1484.91,1499.00,14.09,0.95,1497.59,10,1.00
2015-03-13,P6,14,25245.54,1803.25,1798.96,1858.77,59.81,3.32,1803.25,14,1.00
2015-03-13,P7,392,331892.86,882.69,764.10,922.90,158.80,20.78,846.96,392,1.04
2015-03-14,P1,41,55779.39,1360.47,1294.38,1362.50,68.12,5.26,1360.47,41,1.00
2015-03-14,P2,75,57194.64,783.49,737.49,879.00,141.51,19.19,762.73,75,1.03
2015-03-14,P3,9,13491.00,1499.00,1499.00,1499.00,0.00,0.00,1499.00,9,1.00
2015-03-14,P6,8,14211.96,1776.50,1619.10,1799.00,179.90,11.11,1776.50,8,1.00
2015-03-15,P1,48,65316.89,1484.47,1294.38,1362.50,68.12,5.26,1360.61,48,1.09
2015-03-15,P2,103,80819.05,792.34,778.00,879.00,101.00,12.98,784.72,103,1.01
2015-03-15,P3,7,10493.00,1499.00,1499.00,1499.00,0.00,0.00,1499.00,7,1.00
2015-03-15,P6,11,19788.55,1798.96,1798.95,1799.00,0.05,0.00,1798.96,11,1.00
2015-03-15,P7,32,27683.10,954.59,806.55,1049.00,242.45,30.06,868.23,32,1.10
2015-03-16,P1,24,33655.50,1402.31,1362.50,1499.00,136.50,10.02,1402.31,24,1.00
2015-03-16,P2,100,78235.25,790.26,775.00,879.00,104.00,13.42,782.40,100,1.01
2015-03-16,P3,17,25348.00,1584.25,1364.00,1499.00,135.00,9.90,1490.56,17,1.06
2015-03-16,P6,14,25005.60,1786.11,1619.10,1799.00,179.90,11.11,1786.11,14,1.00
2015-03-16,P7,318,276953.50,893.40,764.10,879.00,114.90,15.04,871.04,318,1.03
2015-03-17,P1,28,37945.63,1355.20,1226.25,1362.50,136.25,11.11,1355.20,28,1.00
2015-03-17,P2,1020,712437.80,727.72,629.10,879.00,249.90,39.72,698.45,1020,1.04
2015-03-17,P3,17,23592.50,1387.79,1309.90,1499.00,189.10,14.44,1387.79,17,1.00
2015-03-17,P6,16,28893.60,1805.85,1749.00,2159.10,410.10,23.45,1805.85,16,1.00
2015-03-17,P7,919,747939.61,894.66,719.10,879.00,159.90,22.24,813.89,919,1.10
2015-03-18,P1,67,91023.19,1400.36,1294.38,1362.50,68.12,5.26,1358.43,67,1.03
2015-03-18,P2,1604,1115199.31,747.45,629.10,699.00,69.90,11.11,695.76,1604,1.08
2015-03-18,P3,18,26172.00,1454.00,1364.00,1499.00,135.00,9.90,1454.00,18,1.00
2015-03-18,P6,8,15222.29,1902.79,1748.99,2159.10,410.11,23.45,1902.79,8,1.00
2015-03-18,P7,2200,1752963.78,873.86,719.10,799.00,79.90,11.11,796.94,2200,1.10
2015-03-19,P1,46,62334.38,1355.10,1226.25,1362.50,136.25,11.11,1355.10,46,1.00
2015-03-19,P2,703,489767.90,752.33,566.19,878.00,311.81,55.07,696.33,703,1.08
2015-03-19,P3,19,26286.00,1383.47,1364.00,1499.00,135.00,9.90,1383.47,19,1.00
2015-03-19,P6,12,21037.13,1753.09,1748.90,1798.95,50.05,2.86,1753.09,12,1.00
2015-03-19,P7,417,348044.49,878.90,728.69,849.00,120.31,16.51,834.94,417,1.05
2015-03-19,P8,4,2156.40,539.10,539.10,539.10,0.00,0.00,539.10,4,1.00
2015-03-19,P9,1,539.10,539.10,539.10,539.10,0.00,0.00,539.10,1,1.00
2015-03-20,P1,19,26297.25,1384.07,1226.25,1499.00,272.75,22.24,1384.07,19,1.00
2015-03-20,P2,470,334436.13,731.81,629.10,879.00,249.90,39.72,711.75,470,1.03
2015-03-20,P3,15,21185.00,1513.21,1399.00,1499.00,100.00,7.15,1413.29,15,1.07
2015-03-20,P6,13,22783.85,1752.60,1748.72,1799.00,50.28,2.88,1752.60,13,1.00
2015-03-20,P7,389,328551.73,892.80,725.90,849.00,123.10,16.96,844.47,389,1.06
2015-03-20,P8,19,10422.60,548.56,539.10,599.00,59.90,11.11,548.56,19,1.00
2015-03-20,P9,18,10107.52,561.53,490.58,599.00,108.42,22.10,561.53,18,1.00
2015-03-21,P1,12,17094.05,1424.50,1362.50,1499.00,136.50,10.02,1424.50,12,1.00
2015-03-21,P2,310,224394.93,747.98,656.10,729.00,72.90,11.11,723.68,310,1.03
2015-03-21,P3,11,15384.99,1398.64,1394.99,1399.00,4.01,0.29,1398.64,11,1.00
2015-03-21,P6,12,20984.57,2098.46,1748.69,1748.73,0.04,0.00,1748.71,12,1.20
2015-03-21,P7,353,298511.76,891.08,764.10,849.00,84.90,11.11,845.72,353,1.05
2015-03-21,P8,5,2995.00,599.00,599.00,599.00,0.00,0.00,599.00,5,1.00
2015-03-21,P9,7,4163.05,594.72,569.05,599.00,29.95,5.26,594.72,7,1.00
2015-03-22,P1,7,9947.00,1421.00,1362.50,1499.00,136.50,10.02,1421.00,7,1.00
2015-03-22,P2,52,37875.67,742.66,696.92,729.00,32.08,4.60,728.37,52,1.02
2015-03-22,P3,6,8674.00,1445.67,1399.00,1499.00,100.00,7.15,1445.67,6,1.00
2015-03-22,P6,10,17486.92,1748.69,1748.69,1748.70,0.01,0.00,1748.69,10,1.00
2015-03-22,P7,170,143717.35,871.01,730.48,849.00,118.52,16.22,845.29,170,1.03
2015-03-22,P8,10,5960.05,596.00,569.05,599.00,29.95,5.26,596.00,10,1.00
2015-03-22,P9,6,3594.00,599.00,599.00,599.00,0.00,0.00,599.00,6,1.00
2015-03-23,P1,6,8509.55,1418.26,1362.50,1499.00,136.50,10.02,1418.26,6,1.00
2015-03-23,P2,79,59139.94,768.05,656.10,879.00,222.90,33.97,748.31,79,1.03
2015-03-23,P3,8,11412.00,1426.50,1399.00,1499.00,100.00,7.15,1426.50,8,1.00
2015-03-23,P6,13,22732.99,1748.69,1748.68,1748.70,0.02,0.00,1748.69,13,1.00
2015-03-23,P7,208,176082.60,931.65,764.10,849.00,84.90,11.11,846.30,208,1.10
2015-03-23,P8,8,4732.10,591.51,569.05,599.00,29.95,5.26,591.51,8,1.00
2015-03-23,P9,7,4073.20,581.89,539.10,599.00,59.90,11.11,581.89,7,1.00
2015-03-24,P1,13,19077.50,1467.50,1362.50,1499.00,136.50,10.02,1467.50,13,1.00
2015-03-24,P2,128,94317.49,754.54,656.10,748.00,91.90,14.01,736.79,128,1.02
2015-03-24,P3,6,8489.99,1415.00,1394.99,1499.00,104.01,7.46,1415.00,6,1.00
2015-03-24,P6,8,13989.24,1748.66,1748.65,1748.68,0.03,0.00,1748.66,8,1.00
2015-03-24,P7,245,207688.09,895.21,759.05,899.00,139.95,18.44,847.63,245,1.06
2015-03-24,P8,35,19383.34,587.37,514.84,599.00,84.16,16.35,554.70,35,1.06
2015-03-24,P9,31,17119.37,570.65,485.19,599.00,113.81,23.46,554.47,31,1.03
2015-03-25,P1,7,10493.00,1499.00,1499.00,1499.00,0.00,0.00,1499.00,7,1.00
2015-03-25,P2,71,53025.08,779.78,744.93,791.10,46.17,6.20,746.92,71,1.04
2015-03-25,P3,10,14177.68,1417.77,1390.90,1499.00,108.10,7.77,1417.77,10,1.00
2015-03-25,P6,6,10698.81,1783.14,1748.65,1864.90,116.25,6.65,1783.14,6,1.00
2015-03-25,P7,403,340737.71,891.98,730.48,899.00,168.52,23.07,845.70,403,1.05
2015-03-25,P8,51,27500.09,572.92,485.19,599.00,113.81,23.46,539.22,51,1.06
2015-03-25,P9,40,21743.70,557.53,539.10,599.00,59.90,11.11,543.71,40,1.03
2015-03-26,P1,6,8994.00,1499.00,1499.00,1499.00,0.00,0.00,1499.00,6,1.00
2015-03-26,P2,72,53679.38,756.05,744.93,789.00,44.07,5.92,745.56,72,1.01
2015-03-26,P3,10,13951.66,1395.17,1378.99,1499.00,120.01,8.70,1395.17,10,1.00
2015-03-26,P6,7,12522.80,1788.97,1788.90,1789.00,0.10,0.01,1788.97,7,1.00
2015-03-26,P7,309,260610.22,908.05,764.10,899.00,134.90,17.65,843.71,309,1.08
2015-03-26,P8,10,5900.15,737.52,539.10,599.00,59.90,11.11,587.77,10,1.25
2015-03-26,P9,1,599.00,599.00,599.00,599.00,0.00,0.00,599.00,1,1.00
2015-03-27,P1,7,10493.00,1499.00,1499.00,1499.00,0.00,0.00,1499.00,7,1.00
2015-03-27,P2,88,65471.04,743.99,743.78,744.93,1.15,0.15,743.99,88,1.00
2015-03-27,P3,4,5505.81,1376.45,1368.94,1378.99,10.05,0.73,1376.45,4,1.00
2015-03-27,P6,2,3534.88,1767.44,1746.00,1788.88,42.88,2.46,1767.44,2,1.00
2015-03-27,P7,377,318020.08,919.13,730.48,1049.00,318.52,43.60,843.80,377,1.09
2015-03-27,P8,13,7787.00,599.00,599.00,599.00,0.00,0.00,599.00,13,1.00
2015-03-27,P9,6,3594.00,599.00,599.00,599.00,0.00,0.00,599.00,6,1.00
2015-03-28,P1,15,22335.10,1595.36,1349.10,1499.00,149.90,11.11,1488.29,15,1.07
2015-03-28,P2,47,35002.88,760.93,743.78,789.00,45.22,6.08,744.76,47,1.02
2015-03-28,P3,10,13649.72,1364.97,1349.10,1368.94,19.84,1.47,1364.97,10,1.00
2015-03-28,P6,14,24525.92,1751.85,1738.99,1759.00,20.01,1.15,1751.85,14,1.00
2015-03-28,P7,253,213458.96,874.83,764.10,849.00,84.90,11.11,843.52,253,1.04
2015-03-28,P8,9,5391.00,599.00,599.00,599.00,0.00,0.00,599.00,9,1.00
2015-03-28,P9,6,3594.00,599.00,599.00,599.00,0.00,0.00,599.00,6,1.00
2015-03-29,P1,7,10493.00,1499.00,1499.00,1499.00,0.00,0.00,1499.00,7,1.00
2015-03-29,P2,17,13253.92,779.64,743.78,799.90,56.12,7.55,779.64,17,1.00
2015-03-29,P3,6,8173.96,1362.33,1349.10,1368.94,19.84,1.47,1362.33,6,1.00
2015-03-29,P6,13,24636.81,2239.71,1738.99,2399.00,660.01,37.95,1803.53,13,1.18
2015-03-29,P7,307,259894.63,872.13,764.10,979.00,214.90,28.12,846.92,307,1.03
2015-03-29,P8,4,2396.00,599.00,599.00,599.00,0.00,0.00,599.00,4,1.00
2015-03-29,P9,4,2396.00,599.00,599.00,599.00,0.00,0.00,599.00,4,1.00
2015-03-30,P1,12,17913.05,1492.75,1424.05,1499.00,74.95,5.26,1492.75,12,1.00
2015-03-30,P2,37,29611.76,800.32,743.78,879.00,135.22,18.18,800.32,37,1.00
2015-03-30,P3,17,23252.90,1367.82,1349.10,1389.90,40.80,3.02,1367.82,17,1.00
2015-03-30,P4,4,2276.00,569.00,569.00,569.00,0.00,0.00,569.00,4,1.00
2015-03-30,P6,9,16050.05,1783.34,1738.99,1788.89,49.90,2.87,1783.34,9,1.00
2015-03-30,P7,722,592652.02,976.36,696.86,849.00,152.14,21.83,824.66,722,1.19
2015-03-30,P8,11,5979.81,543.62,499.57,599.00,99.43,19.90,543.62,11,1.00
2015-03-30,P9,11,6211.02,621.10,517.83,599.00,81.17,15.68,561.20,11,1.10
2015-03-31,P1,11,16321.54,1483.78,1399.00,1499.00,100.00,7.15,1483.78,11,1.00
2015-03-31,P2,68,51516.90,780.56,749.00,879.00,130.00,17.36,757.86,68,1.03
2015-03-31,P3,7,9726.27,1389.47,1388.89,1389.90,1.01,0.07,1389.47,7,1.00
2015-03-31,P4,18,10156.65,564.26,512.10,569.00,56.90,11.11,564.26,18,1.00
2015-03-31,P6,8,14481.67,1810.21,1738.99,2159.10,420.11,24.16,1810.21,8,1.00
2015-03-31,P7,473,395672.11,937.61,764.10,849.00,84.90,11.11,840.69,473,1.12
2015-03-31,P8,11,6535.09,594.10,545.09,599.00,53.91,9.89,594.10,11,1.00
2015-03-31,P9,3,1797.00,599.00,599.00,599.00,0.00,0.00,599.00,3,1.00
2015-04-01,P1,16,22746.18,1421.64,1241.08,1499.00,257.92,20.78,1421.64,16,1.00
2015-04-01,P2,60,45806.20,803.62,748.00,812.90,64.90,8.68,764.25,60,1.05
2015-04-01,P3,8,11227.78,1403.47,1388.89,1499.00,110.11,7.93,1403.47,8,1.00
2015-04-01,P4,27,15027.28,556.57,486.49,569.00,82.51,16.96,556.57,27,1.00
2015-04-01,P6,10,17689.19,1768.92,1738.99,1788.88,49.89,2.87,1768.92,10,1.00
2015-04-01,P7,364,302184.57,921.29,687.69,849.00,161.31,23.46,832.46,364,1.11
2015-04-01,P8,6,3183.27,530.55,401.29,599.00,197.71,49.27,530.55,6,1.00
2015-04-01,P9,5,2707.44,676.86,401.29,599.00,197.71,49.27,534.60,5,1.25
2015-04-02,P1,9,13091.00,1454.56,1399.00,1499.00,100.00,7.15,1454.56,9,1.00
2015-04-02,P2,70,54157.25,796.43,748.00,809.00,61.00,8.16,772.64,70,1.03
2015-04-02,P3,11,15296.78,1390.62,1388.89,1391.00,2.11,0.15,1390.62,11,1.00
2015-04-02,P4,22,12461.10,566.41,512.10,569.00,56.90,11.11,566.41,22,1.00
2015-04-02,P6,9,15700.79,1744.53,1738.99,1788.87,49.88,2.87,1744.53,9,1.00
2015-04-02,P7,361,301035.92,895.94,687.69,979.00,291.31,42.36,834.75,361,1.07
2015-04-02,P8,42,19447.80,511.78,408.59,569.05,160.46,39.27,466.37,42,1.11
2015-04-02,P9,23,10218.71,444.29,408.59,569.05,160.46,39.27,444.29,23,1.00
2015-04-03,P1,6,8994.00,1499.00,1499.00,1499.00,0.00,0.00,1499.00,6,1.00
2015-04-03,P2,70,53034.21,791.56,747.99,799.90,51.91,6.94,756.51,70,1.04
2015-04-03,P3,6,8453.98,1409.00,1390.99,1499.00,108.01,7.76,1409.00,6,1.00
2015-04-03,P4,23,13030.10,592.28,512.10,569.00,56.90,11.11,566.41,23,1.05
2015-04-03,P6,7,12522.09,1788.87,1788.87,1788.87,0.00,0.00,1788.87,7,1.00
2015-04-03,P7,245,205405.00,855.85,799.00,899.00,100.00,12.52,838.38,245,1.02
2015-04-03,P8,98,47983.55,499.83,426.65,499.00,72.35,16.96,490.19,98,1.02
2015-04-03,P9,64,31439.50,491.24,426.65,499.00,72.35,16.96,491.24,64,1.00
2015-04-04,P1,8,11842.10,1480.26,1349.10,1499.00,149.90,11.11,1480.26,8,1.00
2015-04-04,P2,98,73303.02,771.61,747.99,747.99,0.00,0.00,747.99,98,1.03
2015-04-04,P3,5,6944.45,1388.89,1388.89,1388.89,0.00,0.00,1388.89,5,1.00
2015-04-04,P4,43,24438.55,568.34,540.55,569.00,28.45,5.26,568.34,43,1.00
2015-04-04,P6,11,20160.95,2016.10,1786.99,2039.00,252.01,14.10,1812.19,11,1.10
2015-04-04,P7,335,278173.66,885.90,719.10,849.00,129.90,18.06,831.15,335,1.07
2015-04-04,P8,37,18338.25,509.40,449.10,499.00,49.90,11.11,495.53,37,1.03
2015-04-04,P9,33,16267.40,492.95,449.10,499.00,49.90,11.11,492.95,33,1.00
2015-04-05,P1,5,7495.00,1499.00,1499.00,1499.00,0.00,0.00,1499.00,5,1.00
2015-04-05,P2,59,44924.54,802.22,747.99,809.00,61.01,8.16,761.06,59,1.05
2015-04-05,P3,2,2878.00,1439.00,1419.00,1459.00,40.00,2.82,1439.00,2,1.00
2015-04-05,P4,39,22162.55,568.27,540.55,569.00,28.45,5.26,568.27,39,1.00
2015-04-05,P6,7,12508.87,1786.98,1786.97,1787.00,0.03,0.00,1786.98,7,1.00
2015-04-05,P7,282,237579.00,851.54,719.10,899.00,179.90,25.02,842.41,282,1.01
2015-04-05,P8,39,19186.55,504.91,449.10,499.00,49.90,11.11,493.09,39,1.03
2015-04-05,P9,20,9930.10,496.50,474.05,499.00,24.95,5.26,496.50,20,1.00
2015-04-06,P1,4,5996.00,1499.00,1499.00,1499.00,0.00,0.00,1499.00,4,1.00
2015-04-06,P2,35,28040.47,849.71,784.99,812.87,27.88,3.55,801.71,35,1.06
2015-04-06,P3,9,12640.15,1404.46,1388.85,1499.00,110.15,7.93,1404.46,9,1.00
2015-04-06,P4,47,26743.00,581.37,569.00,569.00,0.00,0.00,569.00,47,1.02
2015-04-06,P6,7,12508.90,1786.99,1786.98,1787.00,0.02,0.00,1786.99,7,1.00
2015-04-06,P7,465,388718.10,897.73,719.10,849.00,129.90,18.06,835.45,465,1.07
2015-04-06,P8,14,7396.00,568.92,469.00,599.00,130.00,27.72,530.54,14,1.08
2015-04-06,P9,5,2735.00,547.00,469.00,599.00,130.00,27.72,547.00,5,1.00
2015-04-07,P1,13,19337.00,1487.46,1449.00,1499.00,50.00,3.45,1487.46,13,1.00
2015-04-07,P2,42,33458.22,796.62,784.98,879.00,94.02,11.98,796.62,42,1.00
2015-04-07,P3,10,13788.82,1378.88,1369.00,1388.79,19.79,1.45,1378.88,10,1.00
2015-04-07,P4,44,24979.10,580.91,512.10,569.00,56.90,11.11,567.68,44,1.02
2015-04-07,P6,19,33937.61,1885.42,1785.97,1787.00,1.03,0.06,1786.20,19,1.06
2015-04-07,P7,447,375326.95,881.05,719.10,849.00,129.90,18.06,839.40,447,1.05
2015-04-07,P8,4,2396.00,599.00,599.00,599.00,0.00,0.00,599.00,4,1.00
2015-04-07,P9,2,1138.10,569.05,539.10,599.00,59.90,11.11,569.05,2,1.00
2015-04-08,P1,16,22508.60,1406.79,1286.10,1499.00,212.90,16.55,1406.79,16,1.00
2015-04-08,P2,30,24334.82,811.16,784.98,879.00,94.02,11.98,811.16,30,1.00
2015-04-08,P3,16,22033.71,1377.11,1368.95,1499.00,130.05,9.50,1377.11,16,1.00
2015-04-08,P4,40,22624.63,580.12,512.10,569.00,56.90,11.11,565.53,40,1.03
2015-04-08,P6,11,19646.57,1786.05,1785.95,1787.00,1.05,0.06,1786.05,11,1.00
2015-04-08,P7,1125,899762.82,849.63,719.10,849.00,129.90,18.06,799.92,1125,1.06
2015-04-08,P8,3,1797.00,599.00,599.00,599.00,0.00,0.00,599.00,3,1.00
2015-04-08,P9,2,1198.00,599.00,599.00,599.00,0.00,0.00,599.00,2,1.00
2015-04-09,P1,16,23044.10,1536.27,1259.10,1499.00,239.90,19.05,1436.34,16,1.07
2015-04-09,P2,60,47738.11,823.07,692.10,879.00,186.90,27.00,796.55,60,1.03
2015-04-09,P3,9,12449.52,1383.28,1368.71,1499.00,130.29,9.52,1383.28,9,1.00
2015-04-09,P4,54,30471.37,564.28,512.10,569.00,56.90,11.11,564.28,54,1.00
2015-04-09,P6,11,19646.50,1786.05,1785.95,1787.00,1.05,0.06,1786.05,11,1.00
2015-04-09,P7,483,400264.15,885.54,719.10,898.90,179.80,25.00,828.79,483,1.07
2015-04-09,P8,7,4193.00,599.00,599.00,599.00,0.00,0.00,599.00,7,1.00
2015-04-09,P9,4,2396.00,599.00,599.00,599.00,0.00,0.00,599.00,4,1.00
2015-04-10,P1,12,17488.00,1457.33,1399.00,1499.00,100.00,7.15,1457.33,12,1.00
2015-04-10,P2,76,60411.10,816.37,692.10,899.90,207.80,30.02,795.58,76,1.03
2015-04-10,P3,9,12099.79,1344.42,1299.00,1499.00,200.00,15.40,1344.42,9,1.00
2015-04-10,P4,40,22646.20,566.16,512.10,569.00,56.90,11.11,566.16,40,1.00
2015-04-10,P5,3,3277.00,1092.33,999.00,1139.00,140.00,14.01,1092.33,3,1.00
2015-04-10,P6,7,12501.61,1785.94,1785.94,1785.95,0.01,0.00,1785.94,7,1.00
2015-04-10,P7,937,747397.95,856.13,719.10,899.90,180.80,25.14,798.16,937,1.07
2015-04-10,P8,8,4762.05,680.29,569.05,599.00,29.95,5.26,594.72,8,1.14
2015-04-10,P9,5,2905.15,581.03,539.10,599.00,59.90,11.11,581.03,5,1.00
2015-04-11,P1,20,27980.00,1399.00,1399.00,1399.00,0.00,0.00,1399.00,20,1.00
2015-04-11,P2,187,141656.35,791.38,674.10,799.00,124.90,18.53,757.35,187,1.04
2015-04-11,P3,15,19693.04,1312.87,1299.00,1368.35,69.35,5.34,1312.87,15,1.00
2015-04-11,P4,75,42618.10,645.73,512.10,569.00,56.90,11.11,568.14,75,1.14
2015-04-11,P5,9,8991.00,999.00,999.00,999.00,0.00,0.00,999.00,9,1.00
2015-04-11,P6,14,25016.77,1786.91,1784.89,1799.00,14.11,0.79,1786.91,14,1.00
2015-04-11,P7,1139,896739.10,870.62,692.10,849.00,156.90,22.67,788.06,1139,1.11
2015-04-11,P8,43,21557.00,501.33,479.00,599.00,120.00,25.05,501.33,43,1.00
2015-04-11,P9,16,7998.49,499.91,455.05,599.00,143.95,31.63,499.91,16,1.00
2015-04-12,P1,32,44768.00,1399.00,1399.00,1399.00,0.00,0.00,1399.00,32,1.00
2015-04-12,P2,188,141656.60,769.87,674.10,929.00,254.90,37.81,753.28,188,1.02
2015-04-12,P3,15,19623.59,1308.24,1299.00,1368.30,69.30,5.33,1308.24,15,1.00
2015-04-12,P4,66,37497.10,576.88,512.10,569.00,56.90,11.11,568.12,66,1.02
2015-04-12,P5,5,5230.04,1046.01,954.04,1139.00,184.96,19.39,1046.01,5,1.00
2015-04-12,P6,5,8916.87,1783.37,1782.99,1784.89,1.90,0.11,1783.37,5,1.00
2015-04-12,P7,968,765835.75,856.64,692.10,898.90,206.80,29.88,791.67,968,1.08
2015-04-12,P8,14,7066.00,504.71,479.00,599.00,120.00,25.05,504.71,14,1.00
2015-04-12,P9,5,2493.44,498.69,457.44,599.00,141.56,30.95,498.69,5,1.00
2015-04-13,P1,27,38403.05,1669.70,1329.05,1499.00,169.95,12.79,1426.39,27,1.17
2015-04-13,P2,193,145276.50,760.61,656.10,829.00,172.90,26.35,752.87,193,1.01
2015-04-13,P3,33,43349.61,1313.62,1169.10,1368.29,199.19,17.04,1313.62,33,1.00
2015-04-13,P4,104,58897.20,600.99,512.10,569.00,56.90,11.11,566.42,104,1.06
2015-04-13,P5,5,4995.00,999.00,999.00,999.00,0.00,0.00,999.00,5,1.00
2015-04-13,P6,17,30363.71,1786.10,1782.99,1798.00,15.01,0.84,1786.10,17,1.00
2015-04-13,P7,1004,809460.64,849.38,692.10,899.00,206.90,29.89,807.27,1004,1.05
2015-04-13,P8,34,16864.44,496.01,457.44,599.00,141.56,30.95,496.01,34,1.00
2015-04-13,P9,46,22274.53,506.24,428.99,599.00,170.01,39.63,484.47,46,1.05
2015-04-14,P1,5,7395.00,1479.00,1399.00,1499.00,100.00,7.15,1479.00,5,1.00
2015-04-14,P2,617,452557.60,749.27,549.00,929.00,380.00,69.22,733.12,617,1.02
2015-04-14,P3,35,46007.66,1314.50,1169.10,1499.00,329.90,28.22,1314.50,35,1.00
2015-04-14,P4,93,52865.80,580.94,543.40,569.00,25.60,4.71,568.44,93,1.02
2015-04-14,P5,10,9990.00,999.00,999.00,999.00,0.00,0.00,999.00,10,1.00
2015-04-14,P6,11,19644.73,1785.88,1785.86,1785.90,0.04,0.00,1785.88,11,1.00
2015-04-14,P7,259,207284.79,901.24,719.10,898.90,179.80,25.00,800.67,259,1.13
2015-04-14,P8,80,38802.64,517.37,431.10,599.00,167.90,38.95,485.44,80,1.07
2015-04-14,P9,65,31681.35,510.99,431.10,599.00,167.90,38.95,488.58,65,1.05
2015-04-15,P1,8,11392.00,1424.00,1399.00,1499.00,100.00,7.15,1424.00,8,1.00
2015-04-15,P2,427,312914.09,765.07,656.10,929.00,272.90,41.59,733.38,427,1.04
2015-04-15,P3,9,12235.02,1359.45,1299.00,1499.00,200.00,15.40,1359.45,9,1.00
2015-04-15,P4,70,39747.50,584.52,512.10,569.00,56.90,11.11,567.79,70,1.03
2015-04-15,P5,2,2128.00,1064.00,999.00,1129.00,130.00,13.01,1064.00,2,1.00
2015-04-15,P6,22,38514.86,1750.68,1749.00,1785.86,36.86,2.11,1750.68,22,1.00
2015-04-15,P7,1202,955756.82,856.41,683.14,939.90,256.76,37.59,795.34,1202,1.08
2015-04-15,P8,84,40524.93,506.56,428.99,599.00,170.01,39.63,482.61,84,1.05
2015-04-15,P9,63,30195.40,495.01,431.10,599.00,167.90,38.95,480.09,63,1.03
2015-04-16,P1,15,22085.00,1472.33,1399.00,1499.00,100.00,7.15,1472.33,15,1.00
2015-04-16,P2,329,241140.35,760.70,656.10,929.00,272.90,41.59,733.04,329,1.04
2015-04-16,P3,7,9575.46,1367.92,1367.73,1368.00,0.27,0.02,1367.92,7,1.00
2015-04-16,P4,86,48437.32,613.13,512.10,569.00,56.90,11.11,565.31,86,1.09
2015-04-16,P6,21,36728.00,2160.47,1748.90,1749.00,0.10,0.01,1748.96,21,1.24
2015-04-16,P7,413,339939.80,880.67,719.10,849.00,129.90,18.06,823.48,413,1.07
2015-04-16,P8,73,36257.83,517.97,431.10,599.00,167.90,38.95,497.15,73,1.04
2015-04-16,P9,61,30426.21,498.79,431.10,599.00,167.90,38.95,498.79,61,1.00
2015-04-17,P1,6,8594.20,1432.37,1349.10,1499.00,149.90,11.11,1432.37,6,1.00
2015-04-17,P2,222,162102.85,747.02,640.39,929.00,288.61,45.07,730.25,222,1.02
2015-04-17,P3,14,18169.39,1297.81,1169.10,1367.74,198.64,16.99,1297.81,14,1.00
2015-04-17,P4,59,32836.42,576.08,460.89,569.00,108.11,23.46,558.01,59,1.04
2015-04-17,P5,5,4905.19,981.04,899.10,1099.00,199.90,22.23,981.04,5,1.00
2015-04-17,P6,13,22893.15,1761.01,1748.90,1785.85,36.95,2.11,1761.01,13,1.00
2015-04-17,P7,428,345803.75,934.60,654.38,849.00,194.62,29.74,817.47,428,1.16
2015-04-17,P8,46,22597.79,513.59,431.10,539.90,108.80,25.24,490.43,46,1.05
2015-04-17,P9,29,14379.84,513.57,431.10,599.00,167.90,38.95,498.17,29,1.04
2015-04-18,P1,2,2798.00,1399.00,1399.00,1399.00,0.00,0.00,1399.00,2,1.00
2015-04-18,P2,195,141846.39,766.74,590.49,799.00,208.51,35.31,730.51,195,1.05
2015-04-18,P3,23,29947.10,1302.05,1169.10,1349.00,179.90,15.39,1302.05,23,1.00
2015-04-18,P4,55,31161.00,587.94,491.90,569.00,77.10,15.67,566.47,55,1.04
2015-04-18,P5,7,6893.10,1148.85,899.10,999.00,99.90,11.11,982.35,7,1.17
2015-04-18,P6,5,8925.00,1785.00,1785.00,1785.00,0.00,0.00,1785.00,5,1.00
2015-04-18,P7,296,243857.16,870.92,695.33,899.00,203.67,29.29,826.88,296,1.06
2015-04-18,P8,33,16058.20,501.82,449.00,539.90,90.90,20.24,487.79,33,1.03
2015-04-18,P9,25,12077.89,503.25,387.99,539.90,151.91,39.15,484.54,25,1.04
2015-04-19,P1,14,19446.10,1389.01,1259.10,1399.00,139.90,11.11,1389.01,14,1.00
2015-04-19,P2,151,111306.72,772.96,656.10,929.00,272.90,41.59,737.71,151,1.05
2015-04-19,P3,15,19555.10,1303.67,1169.10,1349.00,179.90,15.39,1303.67,15,1.00
