WEEK,PRODUCT,COMPETITOR,PAY_TYPE,COMPETITOR_PRICE,NUM_EXTRACTIONS,MIN_UNIT_PRICE,MAX_UNIT_PRICE,DIFF_UNIT_PRICE,VAR_UNIT_PRICE,AVG_PRICE
9,P6,C6,DEFERRED,28037.25,23,1989.00,2379.87,390.87,19.65,2156.71
9,P6,C6,IMMEDIATE,28037.25,23,1989.00,2379.87,390.87,19.65,2156.71
9,P7,C1,DEFERRED,6791.96,12,848.99,849.00,0.01,0.00,849.00
9,P7,C1,IMMEDIATE,6791.96,12,848.99,849.00,0.01,0.00,849.00
9,P7,C2,DEFERRED,6791.96,12,848.99,849.00,0.01,0.00,849.00
9,P7,C2,IMMEDIATE,6452.36,12,764.10,848.99,84.89,11.11,806.55
9,P7,C3,DEFERRED,6791.96,12,848.99,849.00,0.01,0.00,849.00
9,P7,C3,IMMEDIATE,6791.96,12,848.99,849.00,0.01,0.00,849.00
9,P7,C4,DEFERRED,5943.00,24,849.00,849.00,0.00,0.00,849.00
9,P7,C4,IMMEDIATE,5178.90,24,721.65,849.00,127.35,17.65,739.84
9,P7,C5,DEFERRED,3396.00,7,849.00,849.00,0.00,0.00,849.00
9,P7,C5,IMMEDIATE,3226.20,7,806.55,806.55,0.00,0.00,806.55
9,P7,C6,DEFERRED,5943.00,12,849.00,849.00,0.00,0.00,849.00
9,P7,C6,IMMEDIATE,5943.00,12,849.00,849.00,0.00,0.00,849.00
10,P2,C1,DEFERRED,8997.93,15,699.00,778.00,79.00,11.30,749.83
10,P2,C1,IMMEDIATE,8714.48,15,594.15,778.00,183.85,30.94,726.21
10,P2,C2,DEFERRED,8260.48,15,699.00,778.00,79.00,11.30,750.95
10,P2,C2,IMMEDIATE,8046.93,15,629.10,778.00,148.90,23.67,731.54
10,P2,C3,DEFERRED,10945.98,29,663.75,778.00,114.25,17.21,729.73
10,P2,C3,IMMEDIATE,10886.98,29,663.75,778.00,114.25,17.21,725.80
10,P2,C4,DEFERRED,6549.10,29,746.10,829.00,82.90,11.11,818.64
10,P2,C4,IMMEDIATE,6549.10,29,746.10,829.00,82.90,11.11,818.64
10,P2,C5,DEFERRED,4974.00,11,829.00,829.00,0.00,0.00,829.00
10,P2,C5,IMMEDIATE,4327.38,11,704.65,729.52,24.87,3.53,721.23
10,P2,C6,DEFERRED,12960.04,24,829.00,979.00,150.00,18.09,864.00
10,P2,C6,IMMEDIATE,12960.04,24,829.00,979.00,150.00,18.09,864.00
10,P6,C1,DEFERRED,48884.23,28,1499.00,2199.00,700.00,46.70,1880.16
10,P6,C1,IMMEDIATE,48884.23,28,1499.00,2199.00,700.00,46.70,1880.16
10,P6,C2,DEFERRED,36408.87,29,1499.00,1979.10,480.10,32.03,1820.44
10,P6,C2,IMMEDIATE,36408.87,29,1499.00,1979.10,480.10,32.03,1820.44
10,P6,C3,DEFERRED,38399.62,29,1619.10,1877.00,257.90,15.93,1828.55
10,P6,C3,IMMEDIATE,38399.62,29,1619.10,1877.00,257.90,15.93,1828.55
10,P6,C4,DEFERRED,12393.00,14,1599.00,2199.00,600.00,37.52,1770.43
10,P6,C4,IMMEDIATE,11843.25,14,1599.00,1979.10,380.10,23.77,1691.89
10,P6,C6,DEFERRED,30582.09,29,1989.00,2379.87,390.87,19.65,2184.44
10,P6,C6,IMMEDIATE,30582.09,29,1989.00,2379.87,390.87,19.65,2184.44
10,P7,C1,DEFERRED,5943.00,15,849.00,849.00,0.00,0.00,849.00
10,P7,C1,IMMEDIATE,5943.00,15,849.00,849.00,0.00,0.00,849.00
10,P7,C2,DEFERRED,5943.00,15,849.00,849.00,0.00,0.00,849.00
10,P7,C2,IMMEDIATE,6282.60,15,764.10,849.00,84.90,11.11,785.32
10,P7,C3,DEFERRED,5943.00,15,849.00,849.00,0.00,0.00,849.00
10,P7,C3,IMMEDIATE,5943.00,15,849.00,849.00,0.00,0.00,849.00
10,P7,C4,DEFERRED,5943.00,29,849.00,849.00,0.00,0.00,849.00
10,P7,C4,IMMEDIATE,6027.90,29,721.65,849.00,127.35,17.65,753.49
10,P7,C5,DEFERRED,4245.00,12,849.00,849.00,0.00,0.00,849.00
10,P7,C5,IMMEDIATE,3947.85,12,721.65,806.55,84.90,11.76,789.57
10,P7,C6,DEFERRED,5943.00,15,849.00,849.00,0.00,0.00,849.00
10,P7,C6,IMMEDIATE,5943.00,15,849.00,849.00,0.00,0.00,849.00
11,P1,C1,DEFERRED,5723.00,4,1362.50,1499.00,136.50,10.02,1430.75
11,P1,C1,IMMEDIATE,5723.00,4,1362.50,1499.00,136.50,10.02,1430.75
11,P1,C2,DEFERRED,4224.00,3,1362.50,1499.00,136.50,10.02,1408.00
11,P1,C2,IMMEDIATE,4224.00,3,1362.50,1499.00,136.50,10.02,1408.00
11,P1,C3,DEFERRED,5723.00,4,1362.50,1499.00,136.50,10.02,1430.75
11,P1,C3,IMMEDIATE,5723.00,4,1362.50,1499.00,136.50,10.02,1430.75
11,P1,C5,DEFERRED,10493.00,13,1499.00,1499.00,0.00,0.00,1499.00
11,P1,C5,IMMEDIATE,14150.56,13,1304.13,1499.00,194.87,14.94,1415.06
11,P1,C6,DEFERRED,10073.00,12,1359.00,1499.00,140.00,10.30,1439.00
11,P1,C6,IMMEDIATE,10073.00,12,1359.00,1499.00,140.00,10.30,1439.00
11,P2,C1,DEFERRED,8866.98,14,659.00,799.00,140.00,21.24,738.92
11,P2,C1,IMMEDIATE,8866.98,14,659.00,799.00,140.00,21.24,738.92
11,P2,C2,DEFERRED,8866.98,14,659.00,799.00,140.00,21.24,738.92
11,P2,C2,IMMEDIATE,8866.98,14,659.00,799.00,140.00,21.24,738.92
11,P2,C3,DEFERRED,12452.88,28,629.10,799.00,169.90,27.01,732.52
11,P2,C3,IMMEDIATE,12452.88,28,629.10,799.00,169.90,27.01,732.52
11,P2,C4,DEFERRED,7451.00,28,699.00,879.00,180.00,25.75,827.89
11,P2,C4,IMMEDIATE,7978.40,28,699.00,879.00,180.00,25.75,797.84
11,P2,C5,DEFERRED,6932.00,14,829.00,879.00,50.00,6.03,866.50
11,P2,C5,IMMEDIATE,6692.09,14,704.65,764.73,60.08,8.53,743.57
11,P2,C6,DEFERRED,10017.10,26,697.00,839.00,142.00,20.37,770.55
11,P2,C6,IMMEDIATE,10017.10,26,697.00,839.00,142.00,20.37,770.55
11,P3,C1,DEFERRED,19287.94,25,1398.00,1499.00,101.00,7.22,1483.69
11,P3,C1,IMMEDIATE,19287.94,25,1398.00,1499.00,101.00,7.22,1483.69
11,P3,C2,DEFERRED,19287.94,25,1398.00,1499.00,101.00,7.22,1483.69
11,P3,C2,IMMEDIATE,19287.94,25,1398.00,1499.00,101.00,7.22,1483.69
11,P3,C3,DEFERRED,13291.94,17,1398.00,1499.00,101.00,7.22,1476.88
11,P3,C3,IMMEDIATE,13291.94,17,1398.00,1499.00,101.00,7.22,1476.88
11,P3,C4,DEFERRED,10193.00,13,1199.00,1499.00,300.00,25.02,1456.14
11,P3,C4,IMMEDIATE,10193.00,13,1199.00,1499.00,300.00,25.02,1456.14
11,P3,C5,DEFERRED,19606.40,25,1349.00,1543.90,194.90,14.45,1508.18
11,P3,C5,IMMEDIATE,19449.93,25,1146.65,1358.63,211.98,18.49,1296.66
11,P3,C6,DEFERRED,10493.00,13,1499.00,1499.00,0.00,0.00,1499.00
11,P3,C6,IMMEDIATE,10493.00,13,1499.00,1499.00,0.00,0.00,1499.00
11,P6,C1,DEFERRED,41435.41,28,1499.00,1899.00,400.00,26.68,1801.54
11,P6,C1,IMMEDIATE,41435.41,28,1499.00,1899.00,400.00,26.68,1801.54
11,P6,C2,DEFERRED,39914.75,25,1439.10,1859.00,419.90,29.18,1735.42
11,P6,C2,IMMEDIATE,39914.75,25,1439.10,1859.00,419.90,29.18,1735.42
11,P6,C3,DEFERRED,38668.39,25,1439.10,1859.00,419.90,29.18,1757.65
11,P6,C3,IMMEDIATE,38668.39,25,1439.10,1859.00,419.90,29.18,1757.65
11,P6,C4,DEFERRED,11193.00,14,1599.00,1599.00,0.00,0.00,1599.00
11,P6,C4,IMMEDIATE,11193.00,14,1599.00,1599.00,0.00,0.00,1599.00
11,P6,C6,DEFERRED,32011.62,28,1904.70,2379.87,475.17,24.95,2134.11
11,P6,C6,IMMEDIATE,32011.62,28,1904.70,2379.87,475.17,24.95,2134.11
11,P7,C1,DEFERRED,5893.00,14,799.00,849.00,50.00,6.26,841.86
11,P7,C1,IMMEDIATE,5893.00,14,799.00,849.00,50.00,6.26,841.86
11,P7,C2,DEFERRED,6692.00,14,799.00,849.00,50.00,6.26,836.50
11,P7,C2,IMMEDIATE,6692.00,14,799.00,849.00,50.00,6.26,836.50
11,P7,C3,DEFERRED,5893.00,14,799.00,849.00,50.00,6.26,841.86
11,P7,C3,IMMEDIATE,5893.00,14,799.00,849.00,50.00,6.26,841.86
11,P7,C4,DEFERRED,6692.00,28,799.00,849.00,50.00,6.26,836.50
11,P7,C4,IMMEDIATE,5736.14,28,703.12,721.65,18.53,2.64,717.02
11,P7,C5,DEFERRED,4245.00,11,849.00,849.00,0.00,0.00,849.00
11,P7,C5,IMMEDIATE,4431.78,11,721.65,747.12,25.47,3.53,738.63
11,P7,C6,DEFERRED,6692.00,14,799.00,849.00,50.00,6.26,836.50
11,P7,C6,IMMEDIATE,6692.00,14,799.00,849.00,50.00,6.26,836.50
12,P1,C1,DEFERRED,7495.00,6,1499.00,1499.00,0.00,0.00,1499.00
12,P1,C1,IMMEDIATE,7495.00,6,1499.00,1499.00,0.00,0.00,1499.00
12,P1,C2,DEFERRED,5778.70,5,1403.90,1499.00,95.10,6.77,1444.68
12,P1,C2,IMMEDIATE,5778.70,5,1403.90,1499.00,95.10,6.77,1444.68
12,P1,C3,DEFERRED,2998.00,4,1499.00,1499.00,0.00,0.00,1499.00
12,P1,C3,IMMEDIATE,2998.00,4,1499.00,1499.00,0.00,0.00,1499.00
12,P1,C5,DEFERRED,10493.00,14,1499.00,1499.00,0.00,0.00,1499.00
12,P1,C5,IMMEDIATE,9968.35,14,1424.05,1424.05,0.00,0.00,1424.05
12,P1,C6,DEFERRED,4497.00,4,1499.00,1499.00,0.00,0.00,1499.00
12,P1,C6,IMMEDIATE,4497.00,4,1499.00,1499.00,0.00,0.00,1499.00
12,P2,C1,DEFERRED,6959.80,14,659.00,743.90,84.90,12.88,695.98
12,P2,C1,IMMEDIATE,6959.80,14,659.00,743.90,84.90,12.88,695.98
12,P2,C2,DEFERRED,7703.58,14,659.00,743.90,84.90,12.88,700.33
12,P2,C2,IMMEDIATE,7703.58,14,659.00,743.90,84.90,12.88,700.33
12,P2,C3,DEFERRED,9814.44,28,629.10,743.90,114.80,18.25,701.03
12,P2,C3,IMMEDIATE,9814.44,28,629.10,743.90,114.80,18.25,701.03
12,P2,C4,DEFERRED,8166.30,28,699.00,879.00,180.00,25.75,816.63
12,P2,C4,IMMEDIATE,8342.10,28,685.62,835.05,149.43,21.79,758.37
12,P2,C5,DEFERRED,6952.00,14,799.00,879.00,80.00,10.01,869.00
12,P2,C5,IMMEDIATE,6048.24,14,695.13,764.73,69.60,10.01,756.03
12,P2,C6,DEFERRED,13254.00,25,729.00,879.00,150.00,20.58,828.38
12,P2,C6,IMMEDIATE,13254.00,25,729.00,879.00,150.00,20.58,828.38
12,P3,C1,DEFERRED,27973.52,28,1389.99,1499.00,109.01,7.84,1472.29
12,P3,C1,IMMEDIATE,27973.52,28,1389.99,1499.00,109.01,7.84,1472.29
12,P3,C2,DEFERRED,26523.62,28,1389.99,1499.00,109.01,7.84,1473.53
12,P3,C2,IMMEDIATE,26523.62,28,1389.99,1499.00,109.01,7.84,1473.53
12,P3,C3,DEFERRED,17480.52,14,1389.99,1498.99,109.00,7.84,1456.71
12,P3,C3,IMMEDIATE,17480.52,14,1389.99,1498.99,109.00,7.84,1456.71
12,P3,C4,DEFERRED,9993.00,14,1199.00,1499.00,300.00,25.02,1427.57
12,P3,C4,IMMEDIATE,10712.52,14,1199.00,1499.00,300.00,25.02,1339.06
12,P3,C5,DEFERRED,25397.30,28,1399.00,1543.90,144.90,10.36,1493.96
12,P3,C5,IMMEDIATE,22095.63,28,1217.13,1343.19,126.06,10.36,1299.74
12,P3,C6,DEFERRED,12993.88,14,1375.99,1499.00,123.01,8.94,1443.76
12,P3,C6,IMMEDIATE,12993.88,14,1375.99,1499.00,123.01,8.94,1443.76
12,P6,C1,DEFERRED,35173.42,28,1499.00,1857.95,358.95,23.95,1758.67
12,P6,C1,IMMEDIATE,35173.42,28,1499.00,1857.95,358.95,23.95,1758.67
12,P6,C2,DEFERRED,32877.40,26,1439.10,1899.00,459.90,31.96,1730.39
12,P6,C2,IMMEDIATE,32877.40,26,1439.10,1899.00,459.90,31.96,1730.39
12,P6,C3,DEFERRED,29291.33,25,1499.00,1899.00,400.00,26.68,1723.02
12,P6,C3,IMMEDIATE,29291.33,25,1499.00,1899.00,400.00,26.68,1723.02
12,P6,C4,DEFERRED,11993.00,14,1599.00,2399.00,800.00,50.03,1713.29
12,P6,C4,IMMEDIATE,13432.10,14,1439.10,2399.00,959.90,66.70,1679.01
12,P6,C6,DEFERRED,29930.94,28,1899.00,2379.87,480.87,25.32,1995.40
12,P6,C6,IMMEDIATE,29930.94,28,1899.00,2379.87,480.87,25.32,1995.40
12,P7,C1,DEFERRED,7669.99,14,847.99,879.00,31.01,3.66,852.22
12,P7,C1,IMMEDIATE,7669.99,14,847.99,879.00,31.01,3.66,852.22
12,P7,C2,DEFERRED,8478.87,14,840.90,849.00,8.10,0.96,847.89
12,P7,C2,IMMEDIATE,8478.87,14,840.90,849.00,8.10,0.96,847.89
12,P7,C3,DEFERRED,5943.00,14,849.00,849.00,0.00,0.00,849.00
12,P7,C3,IMMEDIATE,5943.00,14,849.00,849.00,0.00,0.00,849.00
12,P7,C4,DEFERRED,5943.00,28,849.00,849.00,0.00,0.00,849.00
12,P7,C4,IMMEDIATE,5926.02,28,721.65,764.10,42.45,5.88,740.75
12,P7,C5,DEFERRED,5094.00,14,849.00,849.00,0.00,0.00,849.00
12,P7,C5,IMMEDIATE,4482.72,14,747.12,747.12,0.00,0.00,747.12
12,P7,C6,DEFERRED,5943.00,14,849.00,849.00,0.00,0.00,849.00
12,P7,C6,IMMEDIATE,5943.00,14,849.00,849.00,0.00,0.00,849.00
13,P1,C1,DEFERRED,4497.00,5,1499.00,1499.00,0.00,0.00,1499.00
13,P1,C1,IMMEDIATE,4497.00,5,1499.00,1499.00,0.00,0.00,1499.00
13,P1,C2,DEFERRED,2998.00,4,1499.00,1499.00,0.00,0.00,1499.00
13,P1,C2,IMMEDIATE,2998.00,4,1499.00,1499.00,0.00,0.00,1499.00
13,P1,C3,DEFERRED,4497.00,5,1499.00,1499.00,0.00,0.00,1499.00
13,P1,C3,IMMEDIATE,4497.00,5,1499.00,1499.00,0.00,0.00,1499.00
13,P1,C5,DEFERRED,10493.00,14,1499.00,1499.00,0.00,0.00,1499.00
13,P1,C5,IMMEDIATE,9968.35,14,1424.05,1424.05,0.00,0.00,1424.05
13,P2,C1,DEFERRED,8271.94,14,699.00,809.90,110.90,15.87,751.99
13,P2,C1,IMMEDIATE,8271.94,14,699.00,809.90,110.90,15.87,751.99
13,P2,C2,DEFERRED,7653.84,14,699.00,809.90,110.90,15.87,765.38
13,P2,C2,IMMEDIATE,7653.84,14,699.00,809.90,110.90,15.87,765.38
13,P2,C3,DEFERRED,12742.67,28,629.10,809.90,180.80,28.74,749.57
13,P2,C3,IMMEDIATE,12742.67,28,629.10,809.90,180.80,28.74,749.57
13,P2,C4,DEFERRED,5973.00,28,699.00,879.00,180.00,25.75,853.29
13,P2,C4,IMMEDIATE,5357.70,28,699.00,791.10,92.10,13.18,765.39
13,P2,C5,DEFERRED,6792.00,14,799.00,879.00,80.00,10.01,849.00
13,P2,C5,IMMEDIATE,5909.04,14,695.13,764.73,69.60,10.01,738.63
13,P2,C6,DEFERRED,12441.30,25,749.00,879.00,130.00,17.36,829.42
13,P2,C6,IMMEDIATE,12441.30,25,749.00,879.00,130.00,17.36,829.42
13,P3,C1,DEFERRED,23304.83,28,1389.99,1499.00,109.01,7.84,1456.55
13,P3,C1,IMMEDIATE,23304.83,28,1389.99,1499.00,109.01,7.84,1456.55
13,P3,C2,DEFERRED,23304.83,28,1389.99,1499.00,109.01,7.84,1456.55
13,P3,C2,IMMEDIATE,23304.83,28,1389.99,1499.00,109.01,7.84,1456.55
13,P3,C3,DEFERRED,12811.83,14,1389.99,1498.99,109.00,7.84,1423.54
13,P3,C3,IMMEDIATE,12811.83,14,1389.99,1498.99,109.00,7.84,1423.54
13,P3,C4,DEFERRED,10293.00,14,1299.00,1499.00,200.00,15.40,1470.43
13,P3,C4,IMMEDIATE,10472.88,14,1274.15,1349.10,74.95,5.88,1309.11
13,P3,C5,DEFERRED,22199.30,28,1349.00,1543.90,194.90,14.45,1479.95
13,P3,C5,IMMEDIATE,21013.11,28,1173.63,1349.00,175.37,14.94,1313.32
13,P3,C6,DEFERRED,16714.09,14,1349.00,1499.00,150.00,11.12,1392.84
13,P3,C6,IMMEDIATE,16714.09,14,1349.00,1499.00,150.00,11.12,1392.84
13,P6,C1,DEFERRED,33671.90,28,1738.98,2356.90,617.92,35.53,1870.66
13,P6,C1,IMMEDIATE,33671.90,28,1738.98,2356.90,617.92,35.53,1870.66
13,P6,C2,DEFERRED,40357.45,28,1738.98,2115.92,376.94,21.68,1834.43
13,P6,C2,IMMEDIATE,40357.45,28,1738.98,2115.92,376.94,21.68,1834.43
13,P6,C3,DEFERRED,37823.88,28,1619.10,1899.00,279.90,17.29,1801.14
13,P6,C3,IMMEDIATE,37823.88,28,1619.10,1899.00,279.90,17.29,1801.14
13,P6,C4,DEFERRED,15992.00,19,1599.00,2399.00,800.00,50.03,1999.00
13,P6,C4,IMMEDIATE,14936.48,19,1599.00,2399.00,800.00,50.03,1867.06
13,P6,C6,DEFERRED,19551.74,18,1799.00,2379.87,580.87,32.29,1955.17
13,P6,C6,IMMEDIATE,19551.74,18,1799.00,2379.87,580.87,32.29,1955.17
13,P7,C1,DEFERRED,6762.00,14,829.00,879.00,50.00,6.03,845.25
13,P7,C1,IMMEDIATE,6762.00,14,829.00,879.00,50.00,6.03,845.25
13,P7,C2,DEFERRED,5913.00,14,829.00,879.00,50.00,6.03,844.71
13,P7,C2,IMMEDIATE,5913.00,14,829.00,879.00,50.00,6.03,844.71
13,P7,C3,DEFERRED,5913.00,14,829.00,879.00,50.00,6.03,844.71
13,P7,C3,IMMEDIATE,5913.00,14,829.00,879.00,50.00,6.03,844.71
13,P7,C4,DEFERRED,5943.00,28,849.00,849.00,0.00,0.00,849.00
13,P7,C4,IMMEDIATE,5077.02,28,721.65,747.12,25.47,3.53,725.29
13,P7,C5,DEFERRED,5943.00,28,849.00,849.00,0.00,0.00,849.00
13,P7,C5,IMMEDIATE,5229.84,28,747.12,747.12,0.00,0.00,747.12
13,P7,C6,DEFERRED,5943.00,14,849.00,849.00,0.00,0.00,849.00
13,P7,C6,IMMEDIATE,5943.00,14,849.00,849.00,0.00,0.00,849.00
14,P1,C1,DEFERRED,10493.00,11,1499.00,1499.00,0.00,0.00,1499.00
14,P1,C1,IMMEDIATE,10493.00,11,1499.00,1499.00,0.00,0.00,1499.00
14,P1,C2,DEFERRED,10493.00,11,1499.00,1499.00,0.00,0.00,1499.00
14,P1,C2,IMMEDIATE,10493.00,11,1499.00,1499.00,0.00,0.00,1499.00
14,P1,C3,DEFERRED,10493.00,11,1499.00,1499.00,0.00,0.00,1499.00
14,P1,C3,IMMEDIATE,10493.00,11,1499.00,1499.00,0.00,0.00,1499.00
14,P1,C5,DEFERRED,10493.00,11,1499.00,1499.00,0.00,0.00,1499.00
14,P1,C5,IMMEDIATE,9968.35,11,1424.05,1424.05,0.00,0.00,1424.05
14,P1,C6,DEFERRED,2998.00,2,1499.00,1499.00,0.00,0.00,1499.00
14,P1,C6,IMMEDIATE,2998.00,2,1499.00,1499.00,0.00,0.00,1499.00
14,P2,C1,DEFERRED,8669.43,11,747.14,819.00,71.86,9.62,788.13
14,P2,C1,IMMEDIATE,8669.43,11,747.14,819.00,71.86,9.62,788.13
14,P2,C2,DEFERRED,8669.39,11,747.14,819.00,71.86,9.62,788.13
14,P2,C2,IMMEDIATE,8669.39,11,747.14,819.00,71.86,9.62,788.13
14,P2,C3,DEFERRED,15708.12,24,747.14,819.00,71.86,9.62,785.41
14,P2,C3,IMMEDIATE,15708.12,24,747.14,819.00,71.86,9.62,785.41
14,P2,C4,DEFERRED,5274.00,20,879.00,879.00,0.00,0.00,879.00
14,P2,C4,IMMEDIATE,5502.54,20,773.52,791.10,17.58,2.27,786.08
14,P2,C5,DEFERRED,6492.00,13,799.00,849.00,50.00,6.26,811.50
14,P2,C5,IMMEDIATE,5648.04,13,695.13,738.63,43.50,6.26,706.00
14,P2,C6,DEFERRED,11268.10,24,699.00,879.00,180.00,25.75,804.86
14,P2,C6,IMMEDIATE,11268.10,24,699.00,879.00,180.00,25.75,804.86
14,P3,C1,DEFERRED,17053.99,24,1319.00,1499.00,180.00,13.65,1421.17
14,P3,C1,IMMEDIATE,17053.99,24,1319.00,1499.00,180.00,13.65,1421.17
14,P3,C2,DEFERRED,17003.99,24,1319.00,1499.00,180.00,13.65,1417.00
14,P3,C2,IMMEDIATE,17003.99,24,1319.00,1499.00,180.00,13.65,1417.00
14,P3,C3,DEFERRED,11158.99,11,1319.00,1498.99,179.99,13.65,1394.87
14,P3,C3,IMMEDIATE,11158.99,11,1319.00,1498.99,179.99,13.65,1394.87
14,P3,C4,DEFERRED,11742.00,11,1249.00,1499.00,250.00,20.02,1467.75
14,P3,C4,IMMEDIATE,12141.90,11,1274.15,1424.05,149.90,11.76,1349.10
14,P3,C5,DEFERRED,9832.80,11,1349.00,1543.90,194.90,14.45,1404.69
14,P3,C5,IMMEDIATE,10078.90,11,1173.63,1349.00,175.37,14.94,1259.86
14,P3,C6,DEFERRED,11292.10,11,1299.00,1499.00,200.00,15.40,1411.51
14,P3,C6,IMMEDIATE,11292.10,11,1299.00,1499.00,200.00,15.40,1411.51
14,P6,C1,DEFERRED,29016.73,24,1738.98,2199.00,460.02,26.45,1813.55
14,P6,C1,IMMEDIATE,29016.73,24,1738.98,2199.00,460.02,26.45,1813.55
14,P6,C2,DEFERRED,32817.43,24,1738.98,1979.10,240.12,13.81,1823.19
14,P6,C2,IMMEDIATE,32817.43,24,1738.98,1979.10,240.12,13.81,1823.19
14,P6,C3,DEFERRED,30726.38,24,1738.98,1899.00,160.02,9.20,1807.43
14,P6,C3,IMMEDIATE,30726.38,24,1738.98,1899.00,160.02,9.20,1807.43
14,P6,C4,DEFERRED,15393.00,22,2199.00,2199.00,0.00,0.00,2199.00
14,P6,C4,IMMEDIATE,13545.84,22,1935.12,1935.12,0.00,0.00,1935.12
14,P6,C6,DEFERRED,10794.00,8,1799.00,1799.00,0.00,0.00,1799.00
14,P6,C6,IMMEDIATE,10794.00,8,1799.00,1799.00,0.00,0.00,1799.00
14,P7,C1,DEFERRED,8419.99,11,829.00,878.99,49.99,6.03,842.00
14,P7,C1,IMMEDIATE,8419.99,11,829.00,878.99,49.99,6.03,842.00
14,P7,C2,DEFERRED,8419.99,11,829.00,878.99,49.99,6.03,842.00
14,P7,C2,IMMEDIATE,8419.99,11,829.00,878.99,49.99,6.03,842.00
14,P7,C3,DEFERRED,7570.99,11,829.00,878.99,49.99,6.03,841.22
14,P7,C3,IMMEDIATE,7570.99,11,829.00,878.99,49.99,6.03,841.22
14,P7,C4,DEFERRED,7741.00,24,799.00,879.00,80.00,10.01,860.11
14,P7,C4,IMMEDIATE,7577.91,24,719.10,879.00,159.90,22.24,757.79
14,P7,C5,DEFERRED,5973.00,21,849.00,879.00,30.00,3.53,853.29
14,P7,C5,IMMEDIATE,5256.24,21,747.12,773.52,26.40,3.53,750.89
14,P7,C6,DEFERRED,6802.00,11,799.00,879.00,80.00,10.01,850.25
14,P7,C6,IMMEDIATE,6802.00,11,799.00,879.00,80.00,10.01,850.25
15,P1,C1,DEFERRED,11292.00,13,1349.00,1499.00,150.00,11.12,1411.50
15,P1,C1,IMMEDIATE,11961.60,13,1214.10,1499.00,284.90,23.47,1329.07
15,P1,C2,DEFERRED,11292.00,13,1349.00,1499.00,150.00,11.12,1411.50
15,P1,C2,IMMEDIATE,10612.50,13,1214.10,1499.00,284.90,23.47,1326.56
15,P1,C3,DEFERRED,12691.00,13,1349.00,1499.00,150.00,11.12,1410.11
15,P1,C3,IMMEDIATE,12691.00,13,1349.00,1499.00,150.00,11.12,1410.11
15,P1,C5,DEFERRED,10493.00,13,1499.00,1499.00,0.00,0.00,1499.00
15,P1,C5,IMMEDIATE,10927.71,13,1274.15,1424.05,149.90,11.76,1365.96
15,P1,C6,DEFERRED,8394.00,10,1349.00,1499.00,150.00,11.12,1399.00
15,P1,C6,IMMEDIATE,8394.00,10,1349.00,1499.00,150.00,11.12,1399.00
15,P2,C1,DEFERRED,9859.47,13,699.00,799.89,100.89,14.43,758.42
15,P2,C1,IMMEDIATE,9789.57,13,629.10,799.89,170.79,27.15,753.04
15,P2,C2,DEFERRED,9870.99,13,699.00,825.00,126.00,18.03,759.31
15,P2,C2,IMMEDIATE,9801.09,13,629.10,825.00,195.90,31.14,753.93
15,P2,C3,DEFERRED,14333.00,25,699.00,799.89,100.89,14.43,754.37
15,P2,C3,IMMEDIATE,14228.15,25,594.15,799.89,205.74,34.63,748.85
15,P2,C4,DEFERRED,4395.00,17,879.00,879.00,0.00,0.00,879.00
15,P2,C4,IMMEDIATE,4834.50,17,791.10,879.00,87.90,11.11,805.75
15,P2,C5,DEFERRED,5094.00,12,849.00,849.00,0.00,0.00,849.00
15,P2,C5,IMMEDIATE,4380.84,12,721.65,738.63,16.98,2.35,730.14
15,P2,C6,DEFERRED,11737.30,25,748.00,879.00,131.00,17.51,782.49
15,P2,C6,IMMEDIATE,11737.30,25,748.00,879.00,131.00,17.51,782.49
15,P3,C1,DEFERRED,24914.99,25,1294.99,1349.00,54.01,4.17,1311.32
15,P3,C1,IMMEDIATE,24914.99,25,1294.99,1349.00,54.01,4.17,1311.32
15,P3,C2,DEFERRED,17081.39,25,1295.00,1349.00,54.00,4.17,1313.95
15,P3,C2,IMMEDIATE,17081.39,25,1295.00,1349.00,54.00,4.17,1313.95
15,P3,C3,DEFERRED,17093.26,13,1294.99,1349.00,54.01,4.17,1314.87
15,P3,C3,IMMEDIATE,17093.26,13,1294.99,1349.00,54.01,4.17,1314.87
15,P3,C4,DEFERRED,10493.00,13,1499.00,1499.00,0.00,0.00,1499.00
15,P3,C4,IMMEDIATE,10193.20,13,1199.20,1499.00,299.80,25.00,1274.15
15,P3,C5,DEFERRED,9993.90,10,1399.00,1543.90,144.90,10.36,1427.70
15,P3,C5,IMMEDIATE,8783.11,10,1189.15,1382.25,193.10,16.24,1254.73
15,P3,C6,DEFERRED,14639.08,13,1315.00,1379.00,64.00,4.87,1330.83
15,P3,C6,IMMEDIATE,14639.08,13,1315.00,1379.00,64.00,4.87,1330.83
15,P6,C1,DEFERRED,32029.81,25,1699.00,1798.00,99.00,5.83,1779.43
15,P6,C1,IMMEDIATE,32029.81,25,1699.00,1798.00,99.00,5.83,1779.43
15,P6,C2,DEFERRED,30333.71,24,1699.00,1849.90,150.90,8.88,1784.34
15,P6,C2,IMMEDIATE,30333.71,24,1699.00,1849.90,150.90,8.88,1784.34
15,P6,C3,DEFERRED,30317.81,25,1699.00,1849.90,150.90,8.88,1783.40
15,P6,C3,IMMEDIATE,30317.81,25,1699.00,1849.90,150.90,8.88,1783.40
15,P6,C4,DEFERRED,12884.10,12,1889.10,2199.00,309.90,16.40,2147.35
