DATE,WEEKDAY,EVENT,PRODUCT,QTY_ORDER
2015-04-28,MON,"NO EVENT",P6,11
2015-04-28,MON,"NO EVENT",P7,732
2015-04-28,MON,"NO EVENT",P8,16
2015-04-28,MON,"NO EVENT",P9,20
2015-04-29,TUE,"NO EVENT",P1,8
2015-04-29,TUE,"NO EVENT",P2,772
2015-04-29,TUE,"NO EVENT",P3,13
2015-04-29,TUE,"NO EVENT",P4,76
2015-04-29,TUE,"NO EVENT",P5,8
2015-04-29,TUE,"NO EVENT",P6,13
2015-04-29,TUE,"NO EVENT",P7,395
2015-04-29,TUE,"NO EVENT",P8,8
2015-04-29,TUE,"NO EVENT",P9,6
2015-04-30,WED,"NO EVENT",P1,5
2015-04-30,WED,"NO EVENT",P2,983
2015-04-30,WED,"NO EVENT",P3,20
2015-04-30,WED,"NO EVENT",P4,56
2015-04-30,WED,"NO EVENT",P5,8
2015-04-30,WED,"NO EVENT",P6,15
2015-04-30,WED,"NO EVENT",P7,1631
2015-04-30,WED,"NO EVENT",P8,17
2015-04-30,WED,"NO EVENT",P9,13
2015-05-02,FRI,"NO EVENT",P1,12
2015-05-02,FRI,"NO EVENT",P2,224
2015-05-02,FRI,"NO EVENT",P3,3
2015-05-02,FRI,"NO EVENT",P4,75
2015-05-02,FRI,"NO EVENT",P5,2
2015-05-02,FRI,"NO EVENT",P6,10
2015-05-02,FRI,"NO EVENT",P7,2768
2015-05-02,FRI,"NO EVENT",P8,10
2015-05-02,FRI,"NO EVENT",P9,9
2015-05-03,SAT,"NO EVENT",P1,10
2015-05-03,SAT,"NO EVENT",P2,75
2015-05-03,SAT,"NO EVENT",P3,1
2015-05-03,SAT,"NO EVENT",P4,52
2015-05-03,SAT,"NO EVENT",P5,1
2015-05-03,SAT,"NO EVENT",P6,7
2015-05-03,SAT,"NO EVENT",P7,2030
2015-05-03,SAT,"NO EVENT",P8,3
2015-05-03,SAT,"NO EVENT",P9,10
2015-05-04,SUN,"NO EVENT",P1,17
2015-05-04,SUN,"NO EVENT",P2,298
2015-05-04,SUN,"NO EVENT",P3,12
2015-05-04,SUN,"NO EVENT",P4,980
2015-05-04,SUN,"NO EVENT",P5,3
2015-05-04,SUN,"NO EVENT",P6,22
2015-05-04,SUN,"NO EVENT",P7,1466
2015-05-04,SUN,"NO EVENT",P8,25
2015-05-04,SUN,"NO EVENT",P9,30
2015-05-05,MON,"NO EVENT",P1,30
2015-05-05,MON,"NO EVENT",P2,180
2015-05-05,MON,"NO EVENT",P3,17
2015-05-05,MON,"NO EVENT",P4,79
2015-05-05,MON,"NO EVENT",P5,5
2015-05-05,MON,"NO EVENT",P6,12
2015-05-05,MON,"NO EVENT",P7,695
2015-05-05,MON,"NO EVENT",P8,21
2015-05-05,MON,"NO EVENT",P9,37
2015-05-06,TUE,"NO EVENT",P1,19
2015-05-06,TUE,"NO EVENT",P2,195
2015-05-06,TUE,"NO EVENT",P3,12
2015-05-06,TUE,"NO EVENT",P4,54
2015-05-06,TUE,"NO EVENT",P5,1
2015-05-06,TUE,"NO EVENT",P6,16
2015-05-06,TUE,"NO EVENT",P7,603
2015-05-06,TUE,"NO EVENT",P8,17
2015-05-06,TUE,"NO EVENT",P9,22
2015-05-07,WED,"NO EVENT",P1,22
2015-05-07,WED,"NO EVENT",P2,205
2015-05-07,WED,"NO EVENT",P3,14
2015-05-07,WED,"NO EVENT",P4,643
2015-05-07,WED,"NO EVENT",P6,9
2015-05-07,WED,"NO EVENT",P7,518
2015-05-07,WED,"NO EVENT",P8,75
2015-05-07,WED,"NO EVENT",P9,63
2015-05-08,THU,"NO EVENT",P1,15
2015-05-08,THU,"NO EVENT",P2,144
2015-05-08,THU,"NO EVENT",P3,9
2015-05-08,THU,"NO EVENT",P4,341
2015-05-08,THU,"NO EVENT",P5,1
2015-05-08,THU,"NO EVENT",P6,14
2015-05-08,THU,"NO EVENT",P7,1351
2015-05-08,THU,"NO EVENT",P8,21
2015-05-08,THU,"NO EVENT",P9,21
2015-05-09,FRI,"NO EVENT",P1,9
2015-05-09,FRI,"NO EVENT",P2,150
2015-05-09,FRI,"NO EVENT",P3,9
2015-05-09,FRI,"NO EVENT",P4,314
2015-05-09,FRI,"NO EVENT",P5,2
2015-05-09,FRI,"NO EVENT",P6,6
2015-05-09,FRI,"NO EVENT",P7,2087
2015-05-09,FRI,"NO EVENT",P8,43
2015-05-09,FRI,"NO EVENT",P9,34
2015-05-11,SUN,"NO EVENT",P1,23
2015-05-11,SUN,"NO EVENT",P2,124
2015-05-11,SUN,"NO EVENT",P3,17
2015-05-11,SUN,"NO EVENT",P4,20
2015-05-11,SUN,"NO EVENT",P5,4
2015-05-11,SUN,"NO EVENT",P6,8
2015-05-11,SUN,"NO EVENT",P7,739
2015-05-11,SUN,"NO EVENT",P8,16
2015-05-11,SUN,"NO EVENT",P9,18
2015-05-12,MON,"NO EVENT",P1,26
2015-05-12,MON,"NO EVENT",P2,123
2015-05-12,MON,"NO EVENT",P3,23
2015-05-12,MON,"NO EVENT",P4,63
2015-05-12,MON,"NO EVENT",P5,2
2015-05-12,MON,"NO EVENT",P6,9
2015-05-12,MON,"NO EVENT",P7,848
2015-05-12,MON,"NO EVENT",P8,61
2015-05-12,MON,"NO EVENT",P9,43
2015-05-13,TUE,"NO EVENT",P1,19
2015-05-13,TUE,"NO EVENT",P2,60
2015-05-13,TUE,"NO EVENT",P3,18
2015-05-13,TUE,"NO EVENT",P4,223
2015-05-13,TUE,"NO EVENT",P6,7
2015-05-13,TUE,"NO EVENT",P7,819
2015-05-13,TUE,"NO EVENT",P8,170
2015-05-13,TUE,"NO EVENT",P9,106
2015-05-14,WED,"NO EVENT",P1,50
2015-05-14,WED,"NO EVENT",P2,27
2015-05-14,WED,"NO EVENT",P3,20
2015-05-14,WED,"NO EVENT",P4,382
2015-05-14,WED,"NO EVENT",P6,5
2015-05-14,WED,"NO EVENT",P7,2083
2015-05-14,WED,"NO EVENT",P8,386
2015-05-14,WED,"NO EVENT",P9,331
2015-05-15,THU,"NO EVENT",P1,43
2015-05-15,THU,"NO EVENT",P2,36
2015-05-15,THU,"NO EVENT",P3,17
2015-05-15,THU,"NO EVENT",P4,473
2015-05-15,THU,"NO EVENT",P5,2
2015-05-15,THU,"NO EVENT",P6,10
2015-05-15,THU,"NO EVENT",P7,1366
2015-05-15,THU,"NO EVENT",P8,293
2015-05-15,THU,"NO EVENT",P9,185
2015-05-16,FRI,"NO EVENT",P1,34
2015-05-16,FRI,"NO EVENT",P2,15
2015-05-16,FRI,"NO EVENT",P3,16
2015-05-16,FRI,"NO EVENT",P4,368
2015-05-16,FRI,"NO EVENT",P5,4
2015-05-16,FRI,"NO EVENT",P6,2
2015-05-16,FRI,"NO EVENT",P7,767
2015-05-16,FRI,"NO EVENT",P8,189
2015-05-16,FRI,"NO EVENT",P9,144
2015-05-17,SAT,"NO EVENT",P1,23
2015-05-17,SAT,"NO EVENT",P2,15
2015-05-17,SAT,"NO EVENT",P3,22
2015-05-17,SAT,"NO EVENT",P4,46
2015-05-17,SAT,"NO EVENT",P5,3
2015-05-17,SAT,"NO EVENT",P6,3
2015-05-17,SAT,"NO EVENT",P7,300
2015-05-17,SAT,"NO EVENT",P8,148
2015-05-17,SAT,"NO EVENT",P9,102
2015-05-18,SUN,"NO EVENT",P1,16
2015-05-18,SUN,"NO EVENT",P2,22
2015-05-18,SUN,"NO EVENT",P3,11
2015-05-18,SUN,"NO EVENT",P4,12
2015-05-18,SUN,"NO EVENT",P6,9
2015-05-18,SUN,"NO EVENT",P7,147
2015-05-18,SUN,"NO EVENT",P8,74
2015-05-18,SUN,"NO EVENT",P9,44
2015-05-19,MON,"NO EVENT",P1,19
2015-05-19,MON,"NO EVENT",P2,18
2015-05-19,MON,"NO EVENT",P3,12
2015-05-19,MON,"NO EVENT",P4,160
2015-05-19,MON,"NO EVENT",P5,2
2015-05-19,MON,"NO EVENT",P6,6
2015-05-19,MON,"NO EVENT",P7,276
2015-05-19,MON,"NO EVENT",P8,15
2015-05-19,MON,"NO EVENT",P9,19
2015-05-20,TUE,"NO EVENT",P1,13
2015-05-20,TUE,"NO EVENT",P2,14
2015-05-20,TUE,"NO EVENT",P3,15
2015-05-20,TUE,"NO EVENT",P4,232
2015-05-20,TUE,"NO EVENT",P5,3
2015-05-20,TUE,"NO EVENT",P6,8
2015-05-20,TUE,"NO EVENT",P7,284
2015-05-20,TUE,"NO EVENT",P8,31
2015-05-20,TUE,"NO EVENT",P9,45
2015-05-21,WED,"NO EVENT",P1,25
2015-05-21,WED,"NO EVENT",P2,58
2015-05-21,WED,"NO EVENT",P3,10
2015-05-21,WED,"NO EVENT",P4,337
2015-05-21,WED,"NO EVENT",P5,1
2015-05-21,WED,"NO EVENT",P6,6
2015-05-21,WED,"NO EVENT",P7,706
2015-05-21,WED,"NO EVENT",P8,17
2015-05-21,WED,"NO EVENT",P9,18
2015-05-22,THU,"NO EVENT",P1,17
2015-05-22,THU,"NO EVENT",P2,39
2015-05-22,THU,"NO EVENT",P3,7
2015-05-22,THU,"NO EVENT",P4,350
2015-05-22,THU,"NO EVENT",P5,3
2015-05-22,THU,"NO EVENT",P6,9
2015-05-22,THU,"NO EVENT",P7,1338
2015-05-22,THU,"NO EVENT",P8,22
2015-05-22,THU,"NO EVENT",P9,14
2015-05-23,FRI,"NO EVENT",P1,17
2015-05-23,FRI,"NO EVENT",P2,35
2015-05-23,FRI,"NO EVENT",P3,24
2015-05-23,FRI,"NO EVENT",P4,295
2015-05-23,FRI,"NO EVENT",P5,7
2015-05-23,FRI,"NO EVENT",P6,6
2015-05-23,FRI,"NO EVENT",P7,888
2015-05-23,FRI,"NO EVENT",P8,17
2015-05-23,FRI,"NO EVENT",P9,11
2015-05-24,SAT,"NO EVENT",P1,18
2015-05-24,SAT,"NO EVENT",P2,30
2015-05-24,SAT,"NO EVENT",P3,21
2015-05-24,SAT,"NO EVENT",P4,247
2015-05-24,SAT,"NO EVENT",P5,8
2015-05-24,SAT,"NO EVENT",P6,4
2015-05-24,SAT,"NO EVENT",P7,280
2015-05-24,SAT,"NO EVENT",P8,19
2015-05-24,SAT,"NO EVENT",P9,29
2015-05-25,SUN,"NO EVENT",P1,9
2015-05-25,SUN,"NO EVENT",P2,65
2015-05-25,SUN,"NO EVENT",P3,1
2015-05-25,SUN,"NO EVENT",P4,65
2015-05-25,SUN,"NO EVENT",P5,4
2015-05-25,SUN,"NO EVENT",P6,5
2015-05-25,SUN,"NO EVENT",P7,236
2015-05-25,SUN,"NO EVENT",P8,72
2015-05-25,SUN,"NO EVENT",P9,64
2015-05-26,MON,"NO EVENT",P1,22
2015-05-26,MON,"NO EVENT",P2,2087
2015-05-26,MON,"NO EVENT",P3,6
2015-05-26,MON,"NO EVENT",P4,198
2015-05-26,MON,"NO EVENT",P5,8
2015-05-26,MON,"NO EVENT",P6,5
2015-05-26,MON,"NO EVENT",P7,2070
2015-05-26,MON,"NO EVENT",P8,250
2015-05-26,MON,"NO EVENT",P9,154
2015-05-27,TUE,"NO EVENT",P1,28
2015-05-27,TUE,"NO EVENT",P2,3740
2015-05-27,TUE,"NO EVENT",P3,7
2015-05-27,TUE,"NO EVENT",P4,296
2015-05-27,TUE,"NO EVENT",P5,13
2015-05-27,TUE,"NO EVENT",P6,13
2015-05-27,TUE,"NO EVENT",P7,3621
2015-05-27,TUE,"NO EVENT",P8,404
2015-05-27,TUE,"NO EVENT",P9,201
2015-05-28,WED,"NO EVENT",P1,35
2015-05-28,WED,"NO EVENT",P2,1235
2015-05-28,WED,"NO EVENT",P3,2
2015-05-28,WED,"NO EVENT",P4,162
2015-05-28,WED,"NO EVENT",P5,15
2015-05-28,WED,"NO EVENT",P6,12
2015-05-28,WED,"NO EVENT",P7,624
2015-05-28,WED,"NO EVENT",P8,212
2015-05-28,WED,"NO EVENT",P9,164
2015-05-29,THU,"NO EVENT",P1,34
2015-05-29,THU,"NO EVENT",P2,69
2015-05-29,THU,"NO EVENT",P3,2
2015-05-29,THU,"NO EVENT",P4,30
2015-05-29,THU,"NO EVENT",P5,20
2015-05-29,THU,"NO EVENT",P6,6
2015-05-29,THU,"NO EVENT",P7,143
2015-05-29,THU,"NO EVENT",P8,162
2015-05-29,THU,"NO EVENT",P9,95
2015-05-30,FRI,"NO EVENT",P1,16
2015-05-30,FRI,"NO EVENT",P2,59
2015-05-30,FRI,"NO EVENT",P3,12
2015-05-30,FRI,"NO EVENT",P4,11
2015-05-30,FRI,"NO EVENT",P5,21
2015-05-30,FRI,"NO EVENT",P6,2
2015-05-30,FRI,"NO EVENT",P7,125
2015-05-30,FRI,"NO EVENT",P8,155
2015-05-30,FRI,"NO EVENT",P9,108
2015-05-31,SAT,"NO EVENT",P1,34
2015-05-31,SAT,"NO EVENT",P2,30
2015-05-31,SAT,"NO EVENT",P3,7
2015-05-31,SAT,"NO EVENT",P4,18
2015-05-31,SAT,"NO EVENT",P5,4
2015-05-31,SAT,"NO EVENT",P6,3
2015-05-31,SAT,"NO EVENT",P7,64
2015-05-31,SAT,"NO EVENT",P8,165
2015-05-31,SAT,"NO EVENT",P9,86
2015-06-01,SUN,"NO EVENT",P1,40
2015-06-01,SUN,"NO EVENT",P2,35
2015-06-01,SUN,"NO EVENT",P3,6
2015-06-01,SUN,"NO EVENT",P4,45
2015-06-01,SUN,"NO EVENT",P5,9
2015-06-01,SUN,"NO EVENT",P6,8
2015-06-01,SUN,"NO EVENT",P7,206
2015-06-01,SUN,"NO EVENT",P8,70
2015-06-01,SUN,"NO EVENT",P9,65
2015-06-02,MON,"NO EVENT",P1,49
2015-06-02,MON,"NO EVENT",P2,34
2015-06-02,MON,"NO EVENT",P3,6
2015-06-02,MON,"NO EVENT",P4,59
2015-06-02,MON,"NO EVENT",P5,12
2015-06-02,MON,"NO EVENT",P6,14
2015-06-02,MON,"NO EVENT",P7,310
2015-06-02,MON,"NO EVENT",P8,106
2015-06-02,MON,"NO EVENT",P9,81
2015-06-03,TUE,"NO EVENT",P1,17
2015-06-03,TUE,"NO EVENT",P2,45
2015-06-03,TUE,"NO EVENT",P3,5
2015-06-03,TUE,"NO EVENT",P4,61
2015-06-03,TUE,"NO EVENT",P5,11
2015-06-03,TUE,"NO EVENT",P6,14
2015-06-03,TUE,"NO EVENT",P7,310
2015-06-03,TUE,"NO EVENT",P8,24
2015-06-03,TUE,"NO EVENT",P9,17
2015-06-05,THU,"NO EVENT",P1,11
2015-06-05,THU,"NO EVENT",P2,44
2015-06-05,THU,"NO EVENT",P3,6
2015-06-05,THU,"NO EVENT",P4,21
2015-06-05,THU,"NO EVENT",P5,15
2015-06-05,THU,"NO EVENT",P6,19
2015-06-05,THU,"NO EVENT",P7,319
2015-06-05,THU,"NO EVENT",P8,55
2015-06-05,THU,"NO EVENT",P9,24
2015-06-06,FRI,"NO EVENT",P1,15
2015-06-06,FRI,"NO EVENT",P2,23
2015-06-06,FRI,"NO EVENT",P3,4
2015-06-06,FRI,"NO EVENT",P4,13
2015-06-06,FRI,"NO EVENT",P5,6
2015-06-06,FRI,"NO EVENT",P6,12
2015-06-06,FRI,"NO EVENT",P7,240
2015-06-06,FRI,"NO EVENT",P8,32
2015-06-06,FRI,"NO EVENT",P9,13
2015-06-07,SAT,"NO EVENT",P1,22
2015-06-07,SAT,"NO EVENT",P2,12
2015-06-07,SAT,"NO EVENT",P3,3
2015-06-07,SAT,"NO EVENT",P4,9
2015-06-07,SAT,"NO EVENT",P5,12
2015-06-07,SAT,"NO EVENT",P6,7
2015-06-07,SAT,"NO EVENT",P7,234
2015-06-07,SAT,"NO EVENT",P8,35
2015-06-07,SAT,"NO EVENT",P9,25
2015-06-08,SUN,"NO EVENT",P1,16
2015-06-08,SUN,"NO EVENT",P2,35
2015-06-08,SUN,"NO EVENT",P3,5
2015-06-08,SUN,"NO EVENT",P4,15
2015-06-08,SUN,"NO EVENT",P5,12
2015-06-08,SUN,"NO EVENT",P6,22
2015-06-08,SUN,"NO EVENT",P7,687
2015-06-08,SUN,"NO EVENT",P8,44
2015-06-08,SUN,"NO EVENT",P9,41
2015-06-09,MON,"NO EVENT",P1,16
2015-06-09,MON,"NO EVENT",P2,63
2015-06-09,MON,"NO EVENT",P3,6
2015-06-09,MON,"NO EVENT",P4,12
2015-06-09,MON,"NO EVENT",P5,8
2015-06-09,MON,"NO EVENT",P6,14
2015-06-09,MON,"NO EVENT",P7,739
2015-06-09,MON,"NO EVENT",P8,25
2015-06-09,MON,"NO EVENT",P9,13
2015-06-10,TUE,"NO EVENT",P1,12
2015-06-10,TUE,"NO EVENT",P2,53
2015-06-10,TUE,"NO EVENT",P3,6
2015-06-10,TUE,"NO EVENT",P4,78
2015-06-10,TUE,"NO EVENT",P5,11
2015-06-10,TUE,"NO EVENT",P6,9
2015-06-10,TUE,"NO EVENT",P7,320
2015-06-10,TUE,"NO EVENT",P8,58
2015-06-10,TUE,"NO EVENT",P9,25
2015-06-11,WED,"NO EVENT",P1,22
2015-06-11,WED,"NO EVENT",P2,48
2015-06-11,WED,"NO EVENT",P3,4
2015-06-11,WED,"NO EVENT",P4,64
2015-06-11,WED,"NO EVENT",P5,1
2015-06-11,WED,"NO EVENT",P6,11
2015-06-11,WED,"NO EVENT",P7,857
2015-06-11,WED,"NO EVENT",P8,16
2015-06-11,WED,"NO EVENT",P9,6
2015-06-12,THU,"NO EVENT",P1,9
2015-06-12,THU,"NO EVENT",P2,35
2015-06-12,THU,"NO EVENT",P3,8
2015-06-12,THU,"NO EVENT",P4,21
2015-06-12,THU,"NO EVENT",P5,6
2015-06-12,THU,"NO EVENT",P6,8
2015-06-12,THU,"NO EVENT",P7,849
2015-06-12,THU,"NO EVENT",P8,11
2015-06-12,THU,"NO EVENT",P9,6
2015-06-13,FRI,"NO EVENT",P1,14
2015-06-13,FRI,"NO EVENT",P2,40
2015-06-13,FRI,"NO EVENT",P3,2
2015-06-13,FRI,"NO EVENT",P4,26
2015-06-13,FRI,"NO EVENT",P5,1
2015-06-13,FRI,"NO EVENT",P6,9
2015-06-13,FRI,"NO EVENT",P7,784
2015-06-13,FRI,"NO EVENT",P8,13
2015-06-13,FRI,"NO EVENT",P9,2
2015-06-14,SAT,"NO EVENT",P1,8
2015-06-14,SAT,"NO EVENT",P2,37
2015-06-14,SAT,"NO EVENT",P3,2
2015-06-14,SAT,"NO EVENT",P4,21
2015-06-14,SAT,"NO EVENT",P5,4
2015-06-14,SAT,"NO EVENT",P6,10
2015-06-14,SAT,"NO EVENT",P7,522
2015-06-14,SAT,"NO EVENT",P8,9
2015-06-14,SAT,"NO EVENT",P9,6
2015-06-15,SUN,"NO EVENT",P1,47
2015-06-15,SUN,"NO EVENT",P2,66
2015-06-15,SUN,"NO EVENT",P3,3
2015-06-15,SUN,"NO EVENT",P4,51
2015-06-15,SUN,"NO EVENT",P5,3
2015-06-15,SUN,"NO EVENT",P6,6
2015-06-15,SUN,"NO EVENT",P7,888
2015-06-15,SUN,"NO EVENT",P8,84
2015-06-15,SUN,"NO EVENT",P9,61
2015-06-16,MON,"NO EVENT",P1,47
2015-06-16,MON,"NO EVENT",P2,54
2015-06-16,MON,"NO EVENT",P3,23
2015-06-16,MON,"NO EVENT",P4,40
2015-06-16,MON,"NO EVENT",P5,2
2015-06-16,MON,"NO EVENT",P6,12
2015-06-16,MON,"NO EVENT",P7,1712
2015-06-16,MON,"NO EVENT",P8,96
2015-06-16,MON,"NO EVENT",P9,46
2015-06-17,TUE,"NO EVENT",P1,10
2015-06-17,TUE,"NO EVENT",P2,71
2015-06-17,TUE,"NO EVENT",P3,28
2015-06-17,TUE,"NO EVENT",P4,33
2015-06-17,TUE,"NO EVENT",P5,1
2015-06-17,TUE,"NO EVENT",P6,8
2015-06-17,TUE,"NO EVENT",P7,2166
2015-06-17,TUE,"NO EVENT",P8,83
2015-06-17,TUE,"NO EVENT",P9,43
2015-06-18,WED,"NO EVENT",P1,24
2015-06-18,WED,"NO EVENT",P2,71
2015-06-18,WED,"NO EVENT",P3,18
2015-06-18,WED,"NO EVENT",P4,53
2015-06-18,WED,"NO EVENT",P5,5
2015-06-18,WED,"NO EVENT",P6,4
2015-06-18,WED,"NO EVENT",P7,2388
2015-06-18,WED,"NO EVENT",P8,81
2015-06-18,WED,"NO EVENT",P9,34
2015-06-19,THU,"NO EVENT",P1,10
2015-06-19,THU,"NO EVENT",P2,95
2015-06-19,THU,"NO EVENT",P3,5
2015-06-19,THU,"NO EVENT",P4,168
2015-06-19,THU,"NO EVENT",P5,13
2015-06-19,THU,"NO EVENT",P6,3
2015-06-19,THU,"NO EVENT",P7,1051
2015-06-19,THU,"NO EVENT",P8,23
2015-06-19,THU,"NO EVENT",P9,8
2015-06-20,FRI,"NO EVENT",P1,8
2015-06-20,FRI,"NO EVENT",P2,102
2015-06-20,FRI,"NO EVENT",P3,11
2015-06-20,FRI,"NO EVENT",P4,192
2015-06-20,FRI,"NO EVENT",P5,6
2015-06-20,FRI,"NO EVENT",P6,6
2015-06-20,FRI,"NO EVENT",P7,649
2015-06-20,FRI,"NO EVENT",P8,31
2015-06-20,FRI,"NO EVENT",P9,5
2015-06-21,SAT,"NO EVENT",P1,3
2015-06-21,SAT,"NO EVENT",P2,87
2015-06-21,SAT,"NO EVENT",P3,8
2015-06-21,SAT,"NO EVENT",P4,158
2015-06-21,SAT,"NO EVENT",P5,4
2015-06-21,SAT,"NO EVENT",P6,4
2015-06-21,SAT,"NO EVENT",P7,522
2015-06-21,SAT,"NO EVENT",P8,21
2015-06-21,SAT,"NO EVENT",P9,5
2015-06-22,SUN,"NO EVENT",P1,11
2015-06-22,SUN,"NO EVENT",P2,136
2015-06-22,SUN,"NO EVENT",P3,14
2015-06-22,SUN,"NO EVENT",P4,160
2015-06-22,SUN,"NO EVENT",P5,7
2015-06-22,SUN,"NO EVENT",P6,6
2015-06-22,SUN,"NO EVENT",P7,225
2015-06-22,SUN,"NO EVENT",P8,27
2015-06-22,SUN,"NO EVENT",P9,6
2015-06-23,MON,"NO EVENT",P1,5
2015-06-23,MON,"NO EVENT",P2,290
2015-06-23,MON,"NO EVENT",P3,10
2015-06-23,MON,"NO EVENT",P4,157
2015-06-23,MON,"NO EVENT",P5,43
2015-06-23,MON,"NO EVENT",P6,11
2015-06-23,MON,"NO EVENT",P7,783
2015-06-23,MON,"NO EVENT",P8,77
2015-06-23,MON,"NO EVENT",P9,4
2015-06-24,TUE,"NO EVENT",P1,11
2015-06-24,TUE,"NO EVENT",P2,822
2015-06-24,TUE,"NO EVENT",P3,15
2015-06-24,TUE,"NO EVENT",P4,99
2015-06-24,TUE,"NO EVENT",P5,38
2015-06-24,TUE,"NO EVENT",P6,10
2015-06-24,TUE,"NO EVENT",P7,1802
2015-06-24,TUE,"NO EVENT",P8,61
2015-06-24,TUE,"NO EVENT",P9,6
2015-06-25,WED,"NO EVENT",P1,11
2015-06-25,WED,"NO EVENT",P2,1222
2015-06-25,WED,"NO EVENT",P3,6
2015-06-25,WED,"NO EVENT",P4,53
2015-06-25,WED,"NO EVENT",P5,45
2015-06-25,WED,"NO EVENT",P6,7
2015-06-25,WED,"NO EVENT",P7,2271
2015-06-25,WED,"NO EVENT",P8,74
2015-06-25,WED,"NO EVENT",P9,4
2015-06-26,THU,"NO EVENT",P1,11
2015-06-26,THU,"NO EVENT",P2,1042
2015-06-26,THU,"NO EVENT",P3,5
2015-06-26,THU,"NO EVENT",P4,59
2015-06-26,THU,"NO EVENT",P5,36
2015-06-26,THU,"NO EVENT",P6,4
2015-06-26,THU,"NO EVENT",P7,1293
2015-06-26,THU,"NO EVENT",P8,75
2015-06-26,THU,"NO EVENT",P9,2
2015-06-27,FRI,"NO EVENT",P1,8
2015-06-27,FRI,"NO EVENT",P2,100
2015-06-27,FRI,"NO EVENT",P3,9
2015-06-27,FRI,"NO EVENT",P4,49
2015-06-27,FRI,"NO EVENT",P5,22
2015-06-27,FRI,"NO EVENT",P6,2
2015-06-27,FRI,"NO EVENT",P7,303
2015-06-27,FRI,"NO EVENT",P8,86
2015-06-27,FRI,"NO EVENT",P9,1
2015-06-28,SAT,"NO EVENT",P1,4
2015-06-28,SAT,"NO EVENT",P2,28
2015-06-28,SAT,"NO EVENT",P3,4
2015-06-28,SAT,"NO EVENT",P4,59
2015-06-28,SAT,"NO EVENT",P5,30
2015-06-28,SAT,"NO EVENT",P6,1
2015-06-28,SAT,"NO EVENT",P7,120
2015-06-28,SAT,"NO EVENT",P8,65
2015-06-28,SAT,"NO EVENT",P9,2
2015-06-29,SUN,"NO EVENT",P1,11
2015-06-29,SUN,"NO EVENT",P2,899
2015-06-29,SUN,"NO EVENT",P3,5
2015-06-29,SUN,"NO EVENT",P4,49
2015-06-29,SUN,"NO EVENT",P5,27
2015-06-29,SUN,"NO EVENT",P6,8
2015-06-29,SUN,"NO EVENT",P7,1229
2015-06-29,SUN,"NO EVENT",P8,38
2015-06-29,SUN,"NO EVENT",P9,1
2015-06-30,MON,"NO EVENT",P1,18
2015-06-30,MON,"NO EVENT",P2,1113
2015-06-30,MON,"NO EVENT",P3,15
2015-06-30,MON,"NO EVENT",P4,54
2015-06-30,MON,"NO EVENT",P5,32
2015-06-30,MON,"NO EVENT",P6,2
2015-06-30,MON,"NO EVENT",P7,1342
2015-06-30,MON,"NO EVENT",P8,58
2015-06-30,MON,"NO EVENT",P9,4
2015-07-01,TUE,"NO EVENT",P1,16
2015-07-01,TUE,"NO EVENT",P2,71
2015-07-01,TUE,"NO EVENT",P3,9
2015-07-01,TUE,"NO EVENT",P4,106
2015-07-01,TUE,"NO EVENT",P5,23
2015-07-01,TUE,"NO EVENT",P6,3
2015-07-01,TUE,"NO EVENT",P7,225
2015-07-01,TUE,"NO EVENT",P8,45
2015-07-01,TUE,"NO EVENT",P9,10
2015-07-02,WED,"NO EVENT",P1,46
2015-07-02,WED,"NO EVENT",P2,52
2015-07-02,WED,"NO EVENT",P3,12
2015-07-02,WED,"NO EVENT",P4,163
2015-07-02,WED,"NO EVENT",P5,43
2015-07-02,WED,"NO EVENT",P6,5
2015-07-02,WED,"NO EVENT",P7,1358
2015-07-02,WED,"NO EVENT",P8,118
2015-07-02,WED,"NO EVENT",P9,12
2015-07-03,THU,"NO EVENT",P1,12
2015-07-03,THU,"NO EVENT",P2,47
2015-07-03,THU,"NO EVENT",P3,22
2015-07-03,THU,"NO EVENT",P4,307
2015-07-03,THU,"NO EVENT",P5,12
2015-07-03,THU,"NO EVENT",P6,3
2015-07-03,THU,"NO EVENT",P7,524
2015-07-03,THU,"NO EVENT",P8,104
2015-07-03,THU,"NO EVENT",P9,9
2015-07-04,FRI,"NO EVENT",P1,11
2015-07-04,FRI,"NO EVENT",P2,39
2015-07-04,FRI,"NO EVENT",P3,24
2015-07-04,FRI,"NO EVENT",P4,14
2015-07-04,FRI,"NO EVENT",P5,12
2015-07-04,FRI,"NO EVENT",P6,2
2015-07-04,FRI,"NO EVENT",P7,889
2015-07-04,FRI,"NO EVENT",P8,76
2015-07-04,FRI,"NO EVENT",P9,5
2015-07-05,SAT,"NO EVENT",P1,12
2015-07-05,SAT,"NO EVENT",P2,15
2015-07-05,SAT,"NO EVENT",P3,31
2015-07-05,SAT,"NO EVENT",P4,7
2015-07-05,SAT,"NO EVENT",P5,9
2015-07-05,SAT,"NO EVENT",P6,2
2015-07-05,SAT,"NO EVENT",P7,828
2015-07-05,SAT,"NO EVENT",P8,46
2015-07-05,SAT,"NO EVENT",P9,8
2015-07-06,SUN,"NO EVENT",P1,14
2015-07-06,SUN,"NO EVENT",P2,53
2015-07-06,SUN,"NO EVENT",P3,57
2015-07-06,SUN,"NO EVENT",P4,16
2015-07-06,SUN,"NO EVENT",P5,380
2015-07-06,SUN,"NO EVENT",P6,2
